814,select * from sqllogall2#_#_#h_to_#_#h where mm = # and dd = # and hh = #
2019-11-02 13:43:00,3
2019-11-02 13:44:00,19
2019-11-02 14:56:00,21
2019-11-02 14:57:00,27
2019-11-02 14:59:00,12
2019-11-02 15:00:00,31
2019-11-02 15:01:00,34
2019-11-02 15:02:00,34
2019-11-02 15:03:00,27
2019-11-02 15:04:00,31
2019-11-02 15:05:00,27
2019-11-02 15:06:00,28
2019-11-02 15:07:00,27
2019-11-02 15:08:00,26
2019-11-02 15:09:00,21
2019-11-02 15:10:00,18
2019-11-02 15:11:00,15
2019-11-02 15:12:00,14
2019-11-02 15:13:00,14
2019-11-02 15:14:00,14
2019-11-02 15:15:00,11
2019-11-02 15:20:00,19
2019-11-02 15:21:00,23
2019-11-02 15:22:00,24
2019-11-02 15:23:00,19
2019-11-02 15:24:00,18
2019-11-02 15:25:00,17
2019-11-02 15:26:00,14
2019-11-02 15:27:00,15
2019-11-02 15:28:00,13
2019-11-02 15:29:00,13
2019-11-02 15:30:00,13
2019-11-02 15:31:00,13
2019-11-02 15:32:00,13
2019-11-02 15:33:00,11
2019-11-02 15:34:00,11
2019-11-02 15:35:00,13
2019-11-02 15:36:00,13
2019-11-02 15:37:00,13
2019-11-02 15:38:00,12
2019-11-02 15:39:00,13
2019-11-02 15:40:00,11
2019-11-02 15:41:00,12
2019-11-02 15:42:00,10
2019-11-02 15:43:00,11
2019-11-02 15:44:00,11
2019-11-02 15:45:00,5
