435,"SELECT  top # p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n JOIN PhotoPrimary p ON n.objID=p.objID"
2019-11-02 05:30:00,3
2019-11-02 05:32:00,1
2019-11-02 05:36:00,1
2019-11-02 05:41:00,1
2019-11-02 05:43:00,1
2019-11-02 05:50:00,1
2019-11-02 05:52:00,1
2019-11-02 05:53:00,1
2019-11-02 05:58:00,1
2019-11-02 06:03:00,1
2019-11-02 06:07:00,1
2019-11-02 06:11:00,1
2019-11-02 06:12:00,1
2019-11-02 06:16:00,1
2019-11-02 06:20:00,1
2019-11-02 06:25:00,1
2019-11-02 06:30:00,2
2019-11-02 06:35:00,1
2019-11-02 06:39:00,1
2019-11-02 06:44:00,1
2019-11-02 06:48:00,1
2019-11-02 06:51:00,1
2019-11-02 06:54:00,1
2019-11-02 06:57:00,1
2019-11-02 07:01:00,1
2019-11-02 07:03:00,1
2019-11-02 07:05:00,2
2019-11-02 07:08:00,1
2019-11-02 07:12:00,2
2019-11-02 07:14:00,1
2019-11-02 07:15:00,1
2019-11-02 07:17:00,5
2019-11-02 07:20:00,1
2019-11-02 07:23:00,2
2019-11-02 07:26:00,2
2019-11-02 07:27:00,1
2019-11-02 07:29:00,1
2019-11-02 07:32:00,1
2019-11-02 07:34:00,1
2019-11-02 07:36:00,2
2019-11-02 07:38:00,1
2019-11-02 07:43:00,1
2019-11-02 07:47:00,1
2019-11-02 07:52:00,1
2019-11-02 07:54:00,1
2019-11-02 07:57:00,1
2019-11-02 07:59:00,1
2019-11-02 08:03:00,1
2019-11-02 08:08:00,1
2019-11-02 08:10:00,1
2019-11-02 08:13:00,1
2019-11-02 08:17:00,1
2019-11-02 08:22:00,1
2019-11-02 08:26:00,1
2019-11-02 08:31:00,1
2019-11-02 08:34:00,1
2019-11-02 08:36:00,1
2019-11-02 08:40:00,1
2019-11-02 08:45:00,1
2019-11-02 08:47:00,1
2019-11-02 08:54:00,1
