138,"SELECT p.ra,p.dec,p.raErr,p.decErr,p.objId,p.run,p.rerun,p.camcol,p.field,dbo.fPhotoModeN(mode) as mode,nChild,dbo.fPhotoTypeN(p.type) as type,clean,flags,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,modelMagErr_u,modelMagErr_g,modelMagErr_r,modelMagErr_i,modelMagErr_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,mjd,distance FROM PhotoObj as p JOIN dbo.fGetNearbyObjEq(#,#,#) AS R ON P.objID=R.objID ORDER BY distance"
2019-11-02 00:00:00,1
2019-11-02 00:01:00,2
2019-11-02 00:37:00,1
2019-11-02 05:28:00,1
2019-11-02 07:49:00,1
2019-11-02 07:59:00,1
2019-11-02 09:19:00,1
2019-11-02 09:34:00,1
2019-11-02 09:41:00,1
2019-11-02 09:49:00,1
2019-11-02 10:10:00,1
2019-11-02 10:19:00,1
2019-11-02 10:35:00,1
2019-11-02 10:47:00,1
2019-11-02 11:06:00,1
2019-11-02 11:46:00,1
2019-11-02 11:47:00,1
2019-11-02 12:16:00,1
2019-11-02 12:17:00,1
2019-11-02 12:18:00,1
2019-11-02 12:20:00,1
2019-11-02 12:39:00,1
2019-11-02 13:01:00,1
2019-11-02 13:05:00,1
2019-11-02 13:06:00,1
2019-11-02 13:08:00,1
2019-11-02 13:14:00,1
2019-11-02 13:50:00,1
2019-11-02 13:53:00,1
2019-11-02 13:55:00,1
2019-11-02 13:58:00,1
2019-11-02 14:00:00,1
2019-11-02 14:03:00,1
2019-11-02 14:04:00,1
2019-11-02 14:05:00,1
2019-11-02 14:13:00,1
2019-11-02 14:15:00,1
2019-11-02 14:17:00,1
2019-11-02 14:18:00,1
2019-11-02 14:21:00,1
2019-11-02 14:24:00,1
2019-11-02 14:26:00,1
2019-11-02 14:27:00,1
2019-11-02 14:28:00,1
2019-11-02 14:31:00,1
2019-11-02 14:34:00,1
2019-11-02 14:36:00,1
2019-11-02 14:38:00,1
2019-11-02 14:44:00,1
2019-11-02 14:46:00,1
2019-11-02 14:48:00,1
2019-11-02 14:49:00,1
2019-11-02 14:50:00,1
2019-11-02 14:51:00,1
2019-11-02 15:09:00,1
2019-11-02 15:17:00,1
2019-11-02 15:27:00,1
2019-11-02 15:40:00,1
2019-11-02 15:52:00,1
2019-11-02 15:56:00,1
2019-11-02 16:05:00,1
2019-11-02 16:36:00,1
2019-11-02 16:56:00,2
2019-11-02 17:06:00,1
2019-11-02 17:07:00,1
2019-11-02 17:12:00,1
2019-11-02 17:17:00,1
2019-11-02 17:19:00,1
2019-11-02 17:21:00,1
2019-11-02 17:23:00,1
2019-11-02 17:27:00,1
2019-11-02 17:29:00,1
2019-11-02 17:33:00,1
2019-11-02 17:34:00,2
2019-11-02 17:35:00,1
2019-11-02 17:39:00,1
2019-11-02 17:42:00,1
2019-11-02 17:43:00,2
2019-11-02 17:46:00,1
2019-11-02 17:47:00,1
2019-11-02 17:49:00,2
2019-11-02 17:54:00,1
2019-11-02 17:56:00,1
2019-11-02 17:58:00,1
2019-11-02 17:59:00,1
2019-11-02 18:04:00,1
2019-11-02 18:14:00,1
2019-11-02 18:58:00,1
2019-11-02 19:01:00,1
2019-11-02 19:25:00,1
2019-11-02 19:28:00,1
2019-11-02 19:30:00,1
2019-11-02 19:31:00,1
2019-11-02 19:32:00,1
2019-11-02 19:33:00,1
2019-11-02 19:35:00,1
2019-11-02 19:38:00,1
2019-11-02 19:39:00,1
2019-11-02 19:44:00,1
2019-11-02 19:45:00,1
2019-11-02 19:48:00,1
2019-11-02 21:19:00,1
2019-11-02 21:20:00,1
2019-11-02 21:28:00,1
2019-11-02 21:33:00,1
2019-11-02 21:41:00,1
2019-11-02 21:46:00,1
2019-11-02 21:53:00,1
2019-11-02 22:33:00,1
2019-11-02 22:36:00,1
2019-11-02 22:38:00,1
2019-11-02 22:43:00,1
2019-11-02 22:44:00,1
2019-11-02 22:49:00,1
2019-11-02 22:50:00,1
2019-11-02 22:58:00,1
2019-11-02 23:12:00,1
2019-11-02 23:21:00,1
2019-11-02 23:23:00,1
2019-11-02 23:24:00,1
2019-11-02 23:26:00,1
2019-11-02 23:29:00,1
2019-11-02 23:31:00,1
2019-11-02 23:33:00,1
2019-11-02 23:36:00,1
2019-11-02 23:37:00,1
2019-11-02 23:40:00,2
2019-11-02 23:43:00,1
2019-11-02 23:47:00,1
2019-11-02 23:51:00,1
2019-11-02 23:53:00,1
2019-11-02 23:56:00,1
