948,"select [indexMapID],[code],[type],[tableName],[fieldList],[foreignKey] from IndexMap  where tableName=&&& order by [indexMapId]"
2019-11-02 02:38:00,42
2019-11-02 03:51:00,56
2019-11-02 04:28:00,42
2019-11-02 04:46:00,4
2019-11-02 04:47:00,38
2019-11-02 06:00:00,42
2019-11-02 09:04:00,42
2019-11-02 10:31:00,42
2019-11-02 11:05:00,17
2019-11-02 11:06:00,25
2019-11-02 13:00:00,9
2019-11-02 13:01:00,33
2019-11-02 14:00:00,18
2019-11-02 14:01:00,23
2019-11-02 14:02:00,1
2019-11-02 14:48:00,42
2019-11-02 16:30:00,42
2019-11-02 17:38:00,42
2019-11-02 18:36:00,42
2019-11-02 19:34:00,18
2019-11-02 19:46:00,42
2019-11-02 20:26:00,1
2019-11-02 21:36:00,50
2019-11-02 21:54:00,42
2019-11-02 22:09:00,7
2019-11-02 22:10:00,75
2019-11-02 22:11:00,69
2019-11-02 23:34:00,42
