11,"SELECT p.objId,p.ra,p.dec,p.petror9#_r, p.expAB_r,     p.dered_u as u, p.dered_g as g, p.dered_r as r, p.dered_i as i,      s.z, s.plate, s.mjd, s.fiberid FROM galaxy AS p    JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE p.petror9#_r > #   and p.ra between # and #   and s.z between # and #   and p.g < #"
2019-11-02 08:16:00,1
2019-11-02 08:24:00,1
2019-11-02 08:29:00,1
2019-11-02 08:31:00,1
2019-11-02 08:32:00,1
2019-11-02 08:33:00,1
2019-11-02 08:53:00,1
2019-11-02 08:54:00,1
2019-11-02 09:01:00,1
2019-11-02 09:02:00,2
