15,"SELECT TOP #  p.objid,p.ra,p.dec,p.u,p.g,p.r,p.i,p.z,  p.run, p.rerun, p.camcol, p.field,  s.specobjid, s.class, s.z as redshift,  s.plate, s.mjd, s.fiberid FROM PhotoObj AS p  JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE   p.u BETWEEN # AND #  AND g BETWEEN # AND #"
2019-11-02 00:33:00,1
2019-11-02 00:42:00,1
2019-11-02 01:34:00,1
2019-11-02 07:08:00,1
2019-11-02 07:09:00,1
2019-11-02 12:23:00,1
2019-11-02 15:51:00,1
2019-11-02 15:52:00,1
2019-11-02 16:44:00,1
2019-11-02 17:59:00,1
2019-11-02 18:02:00,4
2019-11-02 18:14:00,1
