13,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-08-10 14:24:00,1
2019-08-10 14:35:00,1
2019-08-10 14:55:00,1
2019-08-10 15:13:00,1
2019-08-10 15:25:00,1
2019-08-10 15:42:00,1
2019-08-10 15:55:00,1
2019-08-10 15:59:00,1
2019-08-10 16:02:00,1
2019-08-10 16:08:00,1
2019-08-10 16:13:00,1
2019-08-10 16:19:00,1
2019-08-10 16:25:00,1
