306,"select p.run, p.camcol, p.field from STAR as p inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-08-10 00:47:00,2
2019-08-10 00:48:00,2
2019-08-10 00:49:00,1
2019-08-10 00:52:00,2
2019-08-10 00:55:00,3
2019-08-10 00:57:00,1
2019-08-10 01:02:00,1
2019-08-10 01:03:00,2
2019-08-10 01:05:00,1
2019-08-10 01:10:00,5
2019-08-10 01:11:00,2
2019-08-10 01:12:00,1
2019-08-10 01:17:00,6
2019-08-10 01:19:00,2
2019-08-10 01:22:00,2
2019-08-10 01:24:00,1
2019-08-10 01:25:00,5
2019-08-10 01:27:00,1
2019-08-10 01:29:00,2
2019-08-10 01:32:00,4
2019-08-10 01:33:00,2
2019-08-10 01:35:00,1
2019-08-10 01:40:00,4
2019-08-10 01:42:00,3
2019-08-10 01:47:00,6
2019-08-10 01:49:00,1
2019-08-10 04:16:00,2
2019-08-10 04:17:00,2
2019-08-10 04:18:00,2
2019-08-10 04:19:00,3
2019-08-10 04:21:00,3
2019-08-10 04:23:00,1
2019-08-10 04:24:00,1
2019-08-10 04:26:00,3
2019-08-10 04:27:00,1
2019-08-10 04:28:00,1
2019-08-10 04:31:00,1
2019-08-10 04:32:00,2
2019-08-10 04:33:00,2
2019-08-10 04:35:00,3
2019-08-10 04:38:00,2
2019-08-10 04:41:00,1
2019-08-10 04:42:00,1
2019-08-10 04:43:00,1
2019-08-10 04:45:00,1
2019-08-10 04:48:00,2
2019-08-10 04:49:00,1
2019-08-10 04:52:00,1
2019-08-10 04:58:00,3
2019-08-10 05:00:00,1
2019-08-10 05:01:00,2
2019-08-10 05:02:00,1
2019-08-10 05:03:00,3
2019-08-10 05:07:00,1
2019-08-10 05:08:00,2
2019-08-10 05:10:00,8
2019-08-10 05:12:00,2
2019-08-10 05:33:00,3
2019-08-10 05:36:00,1
2019-08-10 05:52:00,6
2019-08-10 05:53:00,2
2019-08-10 05:55:00,1
2019-08-10 05:58:00,1
2019-08-10 05:59:00,1
2019-08-10 06:00:00,6
2019-08-10 06:01:00,2
2019-08-10 06:02:00,4
2019-08-10 06:05:00,2
2019-08-10 06:22:00,11
2019-08-10 06:23:00,2
2019-08-10 06:25:00,3
2019-08-10 06:28:00,2
2019-08-10 07:48:00,8
2019-08-10 07:50:00,2
2019-08-10 07:51:00,1
2019-08-10 07:53:00,2
2019-08-10 08:02:00,6
2019-08-10 08:03:00,4
2019-08-10 08:04:00,1
2019-08-10 08:06:00,2
2019-08-10 08:18:00,4
2019-08-10 08:19:00,4
2019-08-10 08:20:00,2
2019-08-10 08:22:00,4
2019-08-10 08:32:00,6
2019-08-10 08:33:00,2
2019-08-10 08:34:00,2
2019-08-10 08:35:00,2
2019-08-10 08:37:00,2
2019-08-10 08:47:00,8
2019-08-10 08:48:00,2
2019-08-10 08:49:00,2
2019-08-10 08:52:00,2
2019-08-10 09:04:00,3
2019-08-10 09:05:00,5
2019-08-10 09:06:00,2
2019-08-10 09:07:00,2
2019-08-10 09:09:00,2
2019-08-10 09:28:00,4
2019-08-10 09:29:00,4
2019-08-10 09:31:00,2
2019-08-10 09:34:00,2
2019-08-10 09:48:00,2
2019-08-10 09:49:00,6
2019-08-10 09:51:00,2
2019-08-10 09:53:00,2
2019-08-10 09:57:00,1
2019-08-10 09:58:00,1
2019-08-10 10:08:00,2
2019-08-10 10:09:00,2
2019-08-10 10:10:00,5
2019-08-10 10:11:00,3
2019-08-10 10:15:00,2
2019-08-10 10:28:00,2
2019-08-10 10:29:00,2
2019-08-10 10:30:00,2
2019-08-10 10:31:00,4
2019-08-10 10:33:00,2
2019-08-10 10:35:00,2
