3740,"select specObjID, ra, dec, z, zErr, zWarning from dr1#.SpecObjAll where bestObjId =#or fluxObjID =#"
2019-08-10 05:17:00,21
2019-08-10 05:18:00,16
2019-08-10 05:19:00,37
2019-08-10 05:20:00,16
2019-08-10 05:21:00,21
2019-08-10 05:37:00,41
2019-08-10 05:38:00,66
2019-08-10 05:39:00,65
2019-08-10 05:40:00,64
2019-08-10 05:41:00,62
2019-08-10 05:42:00,39
2019-08-10 05:47:00,36
2019-08-10 05:48:00,67
2019-08-10 05:49:00,67
2019-08-10 05:50:00,67
2019-08-10 05:51:00,67
2019-08-10 05:52:00,9
2019-08-10 06:22:00,22
2019-08-10 06:23:00,67
2019-08-10 06:24:00,69
2019-08-10 06:25:00,67
2019-08-10 06:26:00,67
2019-08-10 06:27:00,59
2019-08-10 06:35:00,22
2019-08-10 06:36:00,58
2019-08-10 06:45:00,41
2019-08-10 06:46:00,67
2019-08-10 06:49:00,59
2019-08-10 06:50:00,67
2019-08-10 06:51:00,68
2019-08-10 06:52:00,68
2019-08-10 06:53:00,65
2019-08-10 06:54:00,10
2019-08-10 07:05:00,3
2019-08-10 07:06:00,66
2019-08-10 07:07:00,68
2019-08-10 07:08:00,68
2019-08-10 07:09:00,69
2019-08-10 07:10:00,39
2019-08-10 07:15:00,15
2019-08-10 07:16:00,66
2019-08-10 07:17:00,68
2019-08-10 07:18:00,67
2019-08-10 07:19:00,68
2019-08-10 07:20:00,65
2019-08-10 07:21:00,2
2019-08-10 07:29:00,22
2019-08-10 07:30:00,66
2019-08-10 07:31:00,68
2019-08-10 07:32:00,67
2019-08-10 07:33:00,34
2019-08-10 07:36:00,38
2019-08-10 07:37:00,66
2019-08-10 07:38:00,67
2019-08-10 07:39:00,16
2019-08-10 07:45:00,47
2019-08-10 07:46:00,68
2019-08-10 07:47:00,62
2019-08-10 07:50:00,15
2019-08-10 07:51:00,66
2019-08-10 07:52:00,67
2019-08-10 07:53:00,66
2019-08-10 07:54:00,67
2019-08-10 07:55:00,67
2019-08-10 07:56:00,18
2019-08-10 08:14:00,48
2019-08-10 08:15:00,66
2019-08-10 08:16:00,67
2019-08-10 08:17:00,67
2019-08-10 08:18:00,68
2019-08-10 08:19:00,66
2019-08-10 08:20:00,67
2019-08-10 08:21:00,3
