1056,"select [indexMapID],[code],[type],[tableName],[fieldList],[foreignKey] from IndexMap  where tableName=&&& order by [indexMapId]"
2019-02-14 00:34:00,1
2019-02-14 00:54:00,42
2019-02-14 04:04:00,84
2019-02-14 06:29:00,42
2019-02-14 06:58:00,42
2019-02-14 07:52:00,42
2019-02-14 07:53:00,42
2019-02-14 07:55:00,42
2019-02-14 08:01:00,42
2019-02-14 08:06:00,35
2019-02-14 08:07:00,7
2019-02-14 09:55:00,42
2019-02-14 11:13:00,42
2019-02-14 11:38:00,42
2019-02-14 12:31:00,42
2019-02-14 13:23:00,42
2019-02-14 13:39:00,60
2019-02-14 15:59:00,42
2019-02-14 16:02:00,18
2019-02-14 16:29:00,42
2019-02-14 16:46:00,42
2019-02-14 17:39:00,18
2019-02-14 18:27:00,42
2019-02-14 19:35:00,1
2019-02-14 19:36:00,3
2019-02-14 20:06:00,31
2019-02-14 20:15:00,42
2019-02-14 20:54:00,42
2019-02-14 22:30:00,42
