151,"select name,ucd from dbcolumns where tablename = &&& and ( name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&&)"
2019-02-14 00:57:00,1
2019-02-14 04:00:00,1
2019-02-14 04:37:00,1
2019-02-14 05:10:00,1
2019-02-14 05:19:00,1
2019-02-14 05:22:00,1
2019-02-14 05:57:00,1
2019-02-14 06:21:00,9
2019-02-14 06:39:00,1
2019-02-14 06:57:00,1
2019-02-14 07:46:00,9
2019-02-14 07:52:00,1
2019-02-14 07:57:00,1
2019-02-14 08:19:00,9
2019-02-14 08:28:00,1
2019-02-14 08:31:00,1
2019-02-14 08:46:00,1
2019-02-14 08:57:00,1
2019-02-14 09:06:00,1
2019-02-14 09:29:00,9
2019-02-14 09:35:00,1
2019-02-14 09:48:00,1
2019-02-14 09:57:00,1
2019-02-14 10:57:00,1
2019-02-14 11:07:00,1
2019-02-14 11:10:00,1
2019-02-14 11:33:00,1
2019-02-14 11:35:00,1
2019-02-14 11:40:00,9
2019-02-14 11:41:00,1
2019-02-14 11:43:00,1
2019-02-14 11:58:00,1
2019-02-14 12:46:00,18
2019-02-14 12:50:00,9
2019-02-14 12:58:00,1
2019-02-14 13:32:00,9
2019-02-14 13:52:00,9
2019-02-14 13:58:00,1
2019-02-14 14:58:00,1
2019-02-14 15:20:00,9
2019-02-14 15:57:00,1
2019-02-14 16:58:00,1
2019-02-14 17:00:00,5
2019-02-14 17:01:00,4
2019-02-14 17:58:00,1
2019-02-14 17:59:00,9
2019-02-14 18:58:00,1
