25,select * from Photoz2 where objid=#
2019-02-14 00:33:00,1
2019-02-14 00:35:00,1
2019-02-14 00:36:00,1
2019-02-14 00:44:00,1
2019-02-14 00:46:00,1
2019-02-14 00:54:00,1
2019-02-14 00:57:00,1
2019-02-14 00:59:00,1
2019-02-14 01:57:00,1
2019-02-14 02:02:00,1
2019-02-14 02:05:00,1
2019-02-14 02:14:00,1
2019-02-14 02:16:00,1
2019-02-14 02:20:00,1
2019-02-14 02:22:00,1
2019-02-14 02:29:00,1
2019-02-14 02:34:00,1
2019-02-14 02:36:00,1
2019-02-14 02:39:00,1
2019-02-14 02:41:00,1
2019-02-14 02:45:00,1
2019-02-14 02:47:00,1
2019-02-14 02:54:00,1
2019-02-14 06:45:00,1
2019-02-14 12:24:00,1
