25,"SELECT e.plate, e.fiberID, e.mjd, e.ra, e.dec, e.z, e.sigmaStars, e.Flux_Hb_#, e.Flux_OIII_#, e.Flux_NII_#, e.Flux_Ha_#, e.bpt FROM emissionLinesPort as e WHERE e.specObjID = #"
2019-02-14 15:00:00,1
2019-02-14 15:03:00,1
2019-02-14 15:05:00,1
2019-02-14 15:06:00,2
2019-02-14 15:07:00,1
2019-02-14 15:12:00,2
2019-02-14 15:13:00,3
2019-02-14 15:14:00,3
2019-02-14 15:15:00,3
2019-02-14 15:16:00,3
2019-02-14 15:17:00,1
2019-02-14 15:18:00,2
2019-02-14 15:19:00,2
