15149,"SELECT   p.objid,p.ra,p.dec,p.r,   s.specobjid,s.z,   dbo.fSpecZWarningN(s.zWarning) as warning,   s.plate, s.mjd, s.fiberid   FROM PhotoObj AS p   JOIN SpecObj AS s ON s.bestobjid = p.objid   WHERE   p.ra < #+# and p.ra > #-#   AND p.dec < #+# and p.dec > #-#"
2019-02-14 06:48:00,5
2019-02-14 06:49:00,19
2019-02-14 06:50:00,19
2019-02-14 06:51:00,17
2019-02-14 06:52:00,22
2019-02-14 06:53:00,25
2019-02-14 06:54:00,21
2019-02-14 06:55:00,22
2019-02-14 06:56:00,16
2019-02-14 06:57:00,19
2019-02-14 06:58:00,21
2019-02-14 06:59:00,14
2019-02-14 07:00:00,15
2019-02-14 07:01:00,14
2019-02-14 07:02:00,10
2019-02-14 07:03:00,18
2019-02-14 07:04:00,15
2019-02-14 07:05:00,15
2019-02-14 07:06:00,13
2019-02-14 07:07:00,16
2019-02-14 07:08:00,16
2019-02-14 07:09:00,16
2019-02-14 07:10:00,19
2019-02-14 07:11:00,15
2019-02-14 07:12:00,16
2019-02-14 07:13:00,16
2019-02-14 07:14:00,14
2019-02-14 07:15:00,14
2019-02-14 07:16:00,17
2019-02-14 07:17:00,11
2019-02-14 07:18:00,16
2019-02-14 07:19:00,21
2019-02-14 07:20:00,14
2019-02-14 07:21:00,17
2019-02-14 07:22:00,12
2019-02-14 07:23:00,20
2019-02-14 07:24:00,10
2019-02-14 07:25:00,14
2019-02-14 07:26:00,16
2019-02-14 07:27:00,16
2019-02-14 07:28:00,20
2019-02-14 07:29:00,13
2019-02-14 07:30:00,17
2019-02-14 07:31:00,13
2019-02-14 07:32:00,15
2019-02-14 07:33:00,16
2019-02-14 07:34:00,16
2019-02-14 07:35:00,16
2019-02-14 07:36:00,16
2019-02-14 07:37:00,12
2019-02-14 07:38:00,8
2019-02-14 07:39:00,14
2019-02-14 07:40:00,16
2019-02-14 07:41:00,14
2019-02-14 07:42:00,13
2019-02-14 07:43:00,16
2019-02-14 07:44:00,17
2019-02-14 07:45:00,17
2019-02-14 07:46:00,15
2019-02-14 07:47:00,16
2019-02-14 07:48:00,14
2019-02-14 07:49:00,16
2019-02-14 07:50:00,19
2019-02-14 07:51:00,14
2019-02-14 07:52:00,12
2019-02-14 07:53:00,18
2019-02-14 07:54:00,15
2019-02-14 07:55:00,12
2019-02-14 07:56:00,15
2019-02-14 07:57:00,14
2019-02-14 07:58:00,20
2019-02-14 07:59:00,15
2019-02-14 08:00:00,14
2019-02-14 08:01:00,14
2019-02-14 08:02:00,14
2019-02-14 08:03:00,16
2019-02-14 08:04:00,15
2019-02-14 08:05:00,13
2019-02-14 08:06:00,19
2019-02-14 08:07:00,14
2019-02-14 08:08:00,17
2019-02-14 08:09:00,16
2019-02-14 08:10:00,15
2019-02-14 08:11:00,14
2019-02-14 08:12:00,15
2019-02-14 08:13:00,13
2019-02-14 08:14:00,14
2019-02-14 08:15:00,18
2019-02-14 08:16:00,14
2019-02-14 08:17:00,17
2019-02-14 08:18:00,14
2019-02-14 08:19:00,9
2019-02-14 08:20:00,10
2019-02-14 08:21:00,18
2019-02-14 08:22:00,14
2019-02-14 08:23:00,12
2019-02-14 08:24:00,10
2019-02-14 08:25:00,9
2019-02-14 08:26:00,15
2019-02-14 08:27:00,15
2019-02-14 08:28:00,15
2019-02-14 08:29:00,20
2019-02-14 08:30:00,19
2019-02-14 08:31:00,17
2019-02-14 08:32:00,19
2019-02-14 08:33:00,17
2019-02-14 08:34:00,14
2019-02-14 08:35:00,8
2019-02-14 08:36:00,1
2019-02-14 08:37:00,11
2019-02-14 08:38:00,15
2019-02-14 08:39:00,15
2019-02-14 08:40:00,17
2019-02-14 08:41:00,19
2019-02-14 08:42:00,20
2019-02-14 08:43:00,12
2019-02-14 08:44:00,19
2019-02-14 08:45:00,8
2019-02-14 08:46:00,1
2019-02-14 08:47:00,1
2019-02-14 08:48:00,1
2019-02-14 08:49:00,1
2019-02-14 08:50:00,1
2019-02-14 08:51:00,1
2019-02-14 08:52:00,1
2019-02-14 08:53:00,1
2019-02-14 08:54:00,1
2019-02-14 08:55:00,1
2019-02-14 08:56:00,1
2019-02-14 08:57:00,1
2019-02-14 08:58:00,1
2019-02-14 08:59:00,1
2019-02-14 09:00:00,1
2019-02-14 09:01:00,1
2019-02-14 09:04:00,2
2019-02-14 09:05:00,1
2019-02-14 09:07:00,1
2019-02-14 09:08:00,2
2019-02-14 09:09:00,1
2019-02-14 09:10:00,1
2019-02-14 09:11:00,2
2019-02-14 09:14:00,2
2019-02-14 09:15:00,1
2019-02-14 09:16:00,1
2019-02-14 09:17:00,2
2019-02-14 09:21:00,1
2019-02-14 09:22:00,1
2019-02-14 09:24:00,2
2019-02-14 09:26:00,2
2019-02-14 09:27:00,1
2019-02-14 09:28:00,1
2019-02-14 09:30:00,1
2019-02-14 09:31:00,1
2019-02-14 09:32:00,3
2019-02-14 09:33:00,2
2019-02-14 09:34:00,1
2019-02-14 09:35:00,1
2019-02-14 09:36:00,2
2019-02-14 09:37:00,2
2019-02-14 09:38:00,1
2019-02-14 09:39:00,1
2019-02-14 09:41:00,3
2019-02-14 09:42:00,22
2019-02-14 09:43:00,35
2019-02-14 09:44:00,31
2019-02-14 09:45:00,22
2019-02-14 09:46:00,23
2019-02-14 09:47:00,21
2019-02-14 09:48:00,20
2019-02-14 09:49:00,24
2019-02-14 09:50:00,24
2019-02-14 09:51:00,25
2019-02-14 09:52:00,28
2019-02-14 09:53:00,32
2019-02-14 09:54:00,25
2019-02-14 09:55:00,37
2019-02-14 09:56:00,26
2019-02-14 09:57:00,33
2019-02-14 09:58:00,29
2019-02-14 09:59:00,26
2019-02-14 10:00:00,34
2019-02-14 10:01:00,30
2019-02-14 10:02:00,38
2019-02-14 10:03:00,33
2019-02-14 10:04:00,31
2019-02-14 10:05:00,33
2019-02-14 10:06:00,30
2019-02-14 10:07:00,37
2019-02-14 10:08:00,33
2019-02-14 10:09:00,34
2019-02-14 10:10:00,38
2019-02-14 10:11:00,38
2019-02-14 10:12:00,28
2019-02-14 10:13:00,34
2019-02-14 10:14:00,32
2019-02-14 10:15:00,29
2019-02-14 10:16:00,48
2019-02-14 10:17:00,33
2019-02-14 10:18:00,28
2019-02-14 10:19:00,31
2019-02-14 10:20:00,32
2019-02-14 10:21:00,29
2019-02-14 10:22:00,28
2019-02-14 10:23:00,28
2019-02-14 10:24:00,38
2019-02-14 10:25:00,50
2019-02-14 10:26:00,49
2019-02-14 10:27:00,54
2019-02-14 10:28:00,41
2019-02-14 10:29:00,43
2019-02-14 10:30:00,44
2019-02-14 10:31:00,40
2019-02-14 10:32:00,55
2019-02-14 10:33:00,64
2019-02-14 10:34:00,59
2019-02-14 10:35:00,51
2019-02-14 10:36:00,55
2019-02-14 10:37:00,49
2019-02-14 10:38:00,47
2019-02-14 10:39:00,45
2019-02-14 10:40:00,67
2019-02-14 10:41:00,57
2019-02-14 10:42:00,52
2019-02-14 10:43:00,60
2019-02-14 10:44:00,50
2019-02-14 10:45:00,22
2019-02-14 10:46:00,15
2019-02-14 10:47:00,53
2019-02-14 10:48:00,51
2019-02-14 10:49:00,32
2019-02-14 10:50:00,34
2019-02-14 10:51:00,38
2019-02-14 10:52:00,26
2019-02-14 10:53:00,25
2019-02-14 10:54:00,22
2019-02-14 10:55:00,22
2019-02-14 10:56:00,19
2019-02-14 10:57:00,17
2019-02-14 10:58:00,21
2019-02-14 10:59:00,18
2019-02-14 11:00:00,22
2019-02-14 11:01:00,20
2019-02-14 11:02:00,20
2019-02-14 11:03:00,19
2019-02-14 11:04:00,22
2019-02-14 11:05:00,21
2019-02-14 11:06:00,20
2019-02-14 11:07:00,21
2019-02-14 11:08:00,20
2019-02-14 11:09:00,20
2019-02-14 11:10:00,21
2019-02-14 11:11:00,20
2019-02-14 11:12:00,20
2019-02-14 11:13:00,21
2019-02-14 11:14:00,21
2019-02-14 11:15:00,27
2019-02-14 11:16:00,20
2019-02-14 11:17:00,24
2019-02-14 11:18:00,22
2019-02-14 11:19:00,24
2019-02-14 11:20:00,25
2019-02-14 11:21:00,20
2019-02-14 11:22:00,24
2019-02-14 11:23:00,23
2019-02-14 11:24:00,19
2019-02-14 11:25:00,22
2019-02-14 11:26:00,22
2019-02-14 11:27:00,24
2019-02-14 11:28:00,22
2019-02-14 11:29:00,21
2019-02-14 11:30:00,23
2019-02-14 11:31:00,21
2019-02-14 11:32:00,21
2019-02-14 11:33:00,21
2019-02-14 11:34:00,19
2019-02-14 11:35:00,20
2019-02-14 11:36:00,20
2019-02-14 11:37:00,20
2019-02-14 11:38:00,19
2019-02-14 11:39:00,21
2019-02-14 11:40:00,18
2019-02-14 11:41:00,20
2019-02-14 11:42:00,20
2019-02-14 11:43:00,19
2019-02-14 11:44:00,20
2019-02-14 11:45:00,21
2019-02-14 11:46:00,18
2019-02-14 11:47:00,19
2019-02-14 11:48:00,20
2019-02-14 11:49:00,21
2019-02-14 11:50:00,18
2019-02-14 11:51:00,19
2019-02-14 11:52:00,20
2019-02-14 11:53:00,19
2019-02-14 11:54:00,20
2019-02-14 11:55:00,19
2019-02-14 11:56:00,19
2019-02-14 11:57:00,21
2019-02-14 11:58:00,18
2019-02-14 11:59:00,21
2019-02-14 12:00:00,21
2019-02-14 12:01:00,20
2019-02-14 12:02:00,20
