3548,"SELECT ra,dec,dered_u,dered_g,dered_r,dered_i,dered_z,Err_u,Err_g,Err_r,Err_i,Err_z,flags_r,run   FROM Galaxy   WHERE   ra BETWEEN # and # AND dec BETWEEN # and #"
2019-02-14 12:07:00,7
2019-02-14 12:08:00,16
2019-02-14 12:09:00,16
2019-02-14 12:10:00,17
2019-02-14 12:11:00,17
2019-02-14 12:12:00,16
2019-02-14 12:13:00,14
2019-02-14 12:14:00,13
2019-02-14 12:15:00,20
2019-02-14 12:16:00,12
2019-02-14 12:17:00,14
2019-02-14 12:18:00,14
2019-02-14 12:19:00,11
2019-02-14 12:20:00,20
2019-02-14 12:21:00,16
2019-02-14 12:22:00,10
2019-02-14 12:23:00,24
2019-02-14 12:24:00,14
2019-02-14 12:25:00,8
2019-02-14 12:26:00,15
2019-02-14 12:27:00,14
2019-02-14 12:28:00,14
2019-02-14 12:29:00,8
2019-02-14 12:30:00,17
2019-02-14 12:31:00,13
2019-02-14 12:32:00,18
2019-02-14 12:33:00,12
2019-02-14 12:34:00,10
2019-02-14 12:35:00,10
2019-02-14 12:36:00,11
2019-02-14 12:37:00,16
2019-02-14 12:38:00,23
2019-02-14 12:39:00,21
2019-02-14 12:40:00,13
2019-02-14 12:41:00,15
2019-02-14 12:42:00,18
2019-02-14 12:43:00,12
2019-02-14 12:44:00,13
2019-02-14 12:45:00,10
2019-02-14 12:46:00,19
2019-02-14 12:47:00,17
2019-02-14 12:48:00,8
2019-02-14 12:49:00,18
2019-02-14 12:50:00,20
2019-02-14 12:51:00,13
2019-02-14 12:52:00,14
2019-02-14 12:53:00,23
2019-02-14 12:54:00,12
2019-02-14 12:55:00,15
2019-02-14 12:56:00,14
2019-02-14 12:57:00,12
2019-02-14 12:58:00,16
2019-02-14 12:59:00,10
2019-02-14 13:00:00,14
2019-02-14 13:01:00,13
2019-02-14 13:02:00,15
2019-02-14 13:03:00,14
2019-02-14 13:04:00,14
2019-02-14 13:05:00,18
2019-02-14 13:06:00,18
2019-02-14 13:07:00,12
2019-02-14 13:08:00,19
2019-02-14 13:09:00,15
2019-02-14 13:10:00,17
2019-02-14 13:11:00,11
2019-02-14 13:12:00,17
2019-02-14 13:13:00,17
2019-02-14 13:14:00,15
2019-02-14 13:15:00,15
2019-02-14 13:16:00,22
2019-02-14 13:17:00,9
2019-02-14 13:18:00,11
2019-02-14 13:19:00,17
2019-02-14 13:20:00,14
2019-02-14 13:21:00,25
2019-02-14 13:22:00,13
2019-02-14 13:23:00,18
2019-02-14 13:24:00,17
2019-02-14 13:25:00,12
2019-02-14 13:26:00,12
2019-02-14 13:27:00,17
2019-02-14 13:28:00,13
2019-02-14 13:29:00,16
2019-02-14 13:30:00,14
2019-02-14 13:31:00,22
2019-02-14 13:32:00,11
2019-02-14 13:33:00,16
2019-02-14 13:34:00,18
2019-02-14 13:35:00,19
2019-02-14 13:36:00,12
2019-02-14 13:37:00,12
2019-02-14 13:38:00,19
2019-02-14 13:39:00,11
2019-02-14 13:40:00,16
2019-02-14 13:41:00,14
2019-02-14 13:42:00,22
2019-02-14 13:43:00,17
2019-02-14 13:44:00,16
2019-02-14 13:45:00,17
2019-02-14 13:46:00,14
2019-02-14 13:47:00,15
2019-02-14 13:48:00,13
2019-02-14 13:49:00,12
2019-02-14 13:50:00,16
2019-02-14 13:51:00,14
2019-02-14 13:52:00,20
2019-02-14 13:53:00,13
2019-02-14 13:54:00,14
2019-02-14 13:55:00,21
2019-02-14 13:56:00,11
2019-02-14 13:57:00,23
2019-02-14 13:58:00,12
2019-02-14 13:59:00,25
2019-02-14 14:00:00,20
2019-02-14 14:01:00,19
2019-02-14 14:02:00,13
2019-02-14 14:03:00,15
2019-02-14 14:04:00,21
2019-02-14 14:05:00,20
2019-02-14 14:06:00,21
2019-02-14 14:07:00,13
2019-02-14 14:08:00,16
2019-02-14 14:09:00,18
2019-02-14 14:10:00,11
2019-02-14 14:11:00,15
2019-02-14 14:12:00,9
2019-02-14 14:13:00,13
2019-02-14 14:14:00,22
2019-02-14 14:15:00,15
2019-02-14 14:16:00,16
2019-02-14 14:17:00,22
2019-02-14 14:18:00,16
2019-02-14 14:19:00,5
2019-02-14 14:50:00,8
2019-02-14 14:51:00,26
2019-02-14 21:59:00,1
2019-02-14 22:00:00,12
2019-02-14 22:01:00,22
2019-02-14 22:02:00,15
2019-02-14 22:03:00,12
2019-02-14 22:04:00,7
2019-02-14 22:05:00,12
2019-02-14 22:06:00,17
2019-02-14 22:07:00,2
2019-02-14 22:08:00,7
2019-02-14 22:09:00,12
2019-02-14 22:10:00,16
2019-02-14 22:11:00,10
2019-02-14 22:12:00,3
2019-02-14 22:13:00,10
2019-02-14 22:14:00,7
2019-02-14 22:15:00,13
2019-02-14 22:16:00,22
2019-02-14 22:17:00,6
2019-02-14 22:18:00,10
2019-02-14 22:19:00,8
2019-02-14 22:20:00,5
2019-02-14 22:21:00,20
2019-02-14 22:22:00,9
2019-02-14 22:23:00,6
2019-02-14 22:24:00,3
2019-02-14 22:25:00,7
2019-02-14 22:26:00,15
2019-02-14 22:27:00,6
2019-02-14 22:28:00,9
2019-02-14 22:29:00,16
2019-02-14 22:30:00,26
2019-02-14 22:31:00,13
2019-02-14 22:32:00,6
2019-02-14 22:33:00,8
2019-02-14 22:34:00,7
2019-02-14 22:35:00,24
2019-02-14 22:36:00,9
2019-02-14 22:37:00,23
2019-02-14 22:38:00,16
2019-02-14 22:39:00,9
2019-02-14 22:40:00,15
2019-02-14 22:41:00,16
2019-02-14 22:42:00,14
2019-02-14 22:43:00,10
2019-02-14 22:44:00,4
2019-02-14 22:45:00,15
2019-02-14 22:46:00,21
2019-02-14 22:47:00,10
2019-02-14 22:48:00,11
2019-02-14 22:49:00,12
2019-02-14 22:50:00,27
2019-02-14 22:51:00,11
2019-02-14 22:52:00,10
2019-02-14 22:53:00,4
2019-02-14 22:54:00,18
2019-02-14 22:55:00,15
2019-02-14 22:56:00,3
2019-02-14 22:57:00,28
2019-02-14 22:58:00,17
2019-02-14 22:59:00,21
2019-02-14 23:00:00,14
2019-02-14 23:01:00,16
2019-02-14 23:02:00,17
2019-02-14 23:03:00,14
2019-02-14 23:04:00,6
2019-02-14 23:05:00,12
2019-02-14 23:06:00,12
2019-02-14 23:07:00,11
2019-02-14 23:08:00,9
2019-02-14 23:09:00,3
2019-02-14 23:10:00,14
2019-02-14 23:11:00,12
2019-02-14 23:12:00,6
2019-02-14 23:13:00,12
2019-02-14 23:14:00,6
2019-02-14 23:15:00,7
2019-02-14 23:16:00,6
2019-02-14 23:17:00,13
2019-02-14 23:18:00,17
2019-02-14 23:19:00,8
2019-02-14 23:20:00,11
2019-02-14 23:21:00,18
2019-02-14 23:23:00,13
2019-02-14 23:24:00,10
2019-02-14 23:25:00,11
2019-02-14 23:26:00,18
2019-02-14 23:27:00,19
2019-02-14 23:28:00,22
2019-02-14 23:29:00,11
2019-02-14 23:30:00,18
2019-02-14 23:31:00,19
2019-02-14 23:33:00,20
2019-02-14 23:34:00,19
2019-02-14 23:35:00,22
2019-02-14 23:36:00,17
2019-02-14 23:37:00,4
2019-02-14 23:38:00,17
2019-02-14 23:39:00,10
2019-02-14 23:40:00,10
2019-02-14 23:41:00,11
2019-02-14 23:42:00,11
2019-02-14 23:43:00,13
2019-02-14 23:44:00,13
2019-02-14 23:45:00,10
2019-02-14 23:46:00,16
2019-02-14 23:47:00,1
2019-02-14 23:48:00,23
2019-02-14 23:49:00,7
2019-02-14 23:50:00,11
2019-02-14 23:51:00,11
2019-02-14 23:52:00,9
2019-02-14 23:53:00,13
2019-02-14 23:54:00,24
2019-02-14 23:55:00,8
2019-02-14 23:56:00,14
2019-02-14 23:57:00,19
2019-02-14 23:58:00,19
2019-02-14 23:59:00,2
