114,"SELECT TOP # p.ra,p.dec,p.type,p.modelmag_g,p.modelmag_r,p.modelmag_i,p.run,p.rerun,p.camcol,p.field,p.obj,p.objid,dbo.fIAUFromEq(p.ra,p.dec),p.z,p.specobjid,p.specClass FROM SpecPhotoAll as p WHERE p.ra<# and p.ra># and p.dec># and p.dec<# and (p.specClass=# or p.specClass=#) order by p.modelmag_r"
2019-02-14 00:30:00,5
2019-02-14 00:31:00,1
2019-02-14 00:32:00,2
2019-02-14 00:33:00,1
2019-02-14 00:34:00,1
2019-02-14 00:35:00,4
2019-02-14 00:36:00,2
2019-02-14 00:37:00,5
2019-02-14 00:46:00,1
2019-02-14 00:47:00,2
2019-02-14 00:49:00,6
2019-02-14 00:50:00,12
2019-02-14 03:13:00,9
2019-02-14 03:14:00,1
2019-02-14 03:16:00,1
2019-02-14 03:27:00,1
2019-02-14 03:28:00,4
2019-02-14 03:29:00,4
2019-02-14 03:31:00,3
2019-02-14 03:32:00,3
2019-02-14 03:33:00,6
2019-02-14 04:28:00,3
2019-02-14 04:32:00,3
2019-02-14 04:33:00,1
2019-02-14 04:34:00,1
2019-02-14 04:35:00,1
2019-02-14 04:36:00,6
2019-02-14 04:37:00,9
2019-02-14 04:38:00,6
2019-02-14 04:39:00,1
2019-02-14 05:47:00,2
2019-02-14 05:48:00,3
2019-02-14 05:49:00,3
2019-02-14 05:50:00,1
