42,select * from ELRedshift where specObjId=#
2019-02-14 01:06:00,1
2019-02-14 05:19:00,1
2019-02-14 05:21:00,1
2019-02-14 05:23:00,1
2019-02-14 05:25:00,1
2019-02-14 05:29:00,1
2019-02-14 05:32:00,1
2019-02-14 05:34:00,1
2019-02-14 05:36:00,1
2019-02-14 05:37:00,1
2019-02-14 05:39:00,1
2019-02-14 05:41:00,1
2019-02-14 05:48:00,1
2019-02-14 05:52:00,1
2019-02-14 05:54:00,1
2019-02-14 05:56:00,1
2019-02-14 05:59:00,1
2019-02-14 06:01:00,1
2019-02-14 06:04:00,1
2019-02-14 06:08:00,1
2019-02-14 06:11:00,1
2019-02-14 06:14:00,1
2019-02-14 06:16:00,1
2019-02-14 06:20:00,1
2019-02-14 06:21:00,1
2019-02-14 06:23:00,1
2019-02-14 06:27:00,1
2019-02-14 06:29:00,1
2019-02-14 06:32:00,1
2019-02-14 06:34:00,1
2019-02-14 06:37:00,1
2019-02-14 06:39:00,1
2019-02-14 06:41:00,1
2019-02-14 06:44:00,1
2019-02-14 06:58:00,1
2019-02-14 11:29:00,1
2019-02-14 11:58:00,1
2019-02-14 12:08:00,1
2019-02-14 13:26:00,1
2019-02-14 15:58:00,1
2019-02-14 19:55:00,1
2019-02-14 20:50:00,1
