196,"SELECT  top # p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-02-14 03:24:00,1
2019-02-14 03:41:00,4
2019-02-14 03:42:00,3
2019-02-14 03:43:00,3
2019-02-14 03:44:00,3
2019-02-14 03:45:00,1
2019-02-14 03:46:00,2
2019-02-14 03:47:00,2
2019-02-14 03:48:00,6
2019-02-14 03:49:00,1
2019-02-14 03:50:00,3
2019-02-14 03:51:00,3
2019-02-14 03:52:00,5
2019-02-14 03:53:00,3
2019-02-14 03:54:00,2
2019-02-14 03:55:00,2
2019-02-14 03:56:00,4
2019-02-14 03:57:00,2
2019-02-14 03:58:00,1
2019-02-14 03:59:00,3
2019-02-14 04:12:00,8
2019-02-14 04:13:00,15
2019-02-14 04:14:00,4
2019-02-14 04:17:00,4
2019-02-14 04:51:00,2
2019-02-14 04:52:00,14
2019-02-14 04:53:00,12
2019-02-14 04:54:00,14
2019-02-14 04:55:00,16
2019-02-14 04:56:00,15
2019-02-14 04:57:00,14
2019-02-14 04:58:00,11
2019-02-14 04:59:00,5
2019-02-14 07:53:00,1
2019-02-14 14:00:00,1
2019-02-14 18:47:00,2
2019-02-14 19:22:00,1
2019-02-14 19:23:00,1
2019-02-14 19:27:00,1
2019-02-14 23:06:00,1
