3,"SELECT p.objId,p.petror9#_r,p.ra,p.dec,p.psfMag_u,p.psfMag_g,p.psfMag_r,p.psfMag_i,p.psfMag_z,p.fiberMag_u,p.fiberMag_g,     p.fiberMag_r,p.fiberMag_i,p.fiberMag_z,p.fiber2Mag_u,p.fiber2Mag_g,p.fiber2Mag_r,p.fiber2Mag_i,p.fiber2Mag_z,     p.petroMag_u,p.petroMag_g,p.petroMag_r,p.petroMag_i,p.petroMag_z,p.deVMag_u,p.deVMag_g,p.deVMag_r,p.deVMag_i,p.deVMag_z,     p.expMag_u,p.expMag_g,p.expMag_r,p.expMag_i,p.expMag_z,p.cModelMag_u,p.cModelMag_g,p.cModelMag_r,p.cModelMag_i,     p.cModelMag_z,p.dered_u,p.dered_g,p.dered_r,p.dered_i,p.dered_z,s.z,s.plate,s.mjd,s.fiberid,s.sdssprimary as spectrum,zns.nvote,zns.p_el as elliptical,     zns.p_cw as clockspiral,zns.p_acw as anitspiral,zns.p_edge as edgeon,zns.p_dk as dontknow,zns.p_mg as merger FROM galaxy as p     JOIN SpecObj As s on s.bestobjid = p.objid     JOIN ZooNoSpec as zns on p.objid = zns.objid WHERE p.ra between # and # and s.z between # and #"
2019-11-28 17:49:00,1
2019-11-28 17:55:00,2
