221,select * from XCRedshift where specObjId=#
2019-11-28 00:32:00,1
2019-11-28 00:46:00,1
2019-11-28 01:00:00,1
2019-11-28 02:40:00,1
2019-11-28 03:09:00,1
2019-11-28 03:16:00,1
2019-11-28 03:23:00,2
2019-11-28 04:27:00,1
2019-11-28 04:31:00,1
2019-11-28 04:40:00,1
2019-11-28 04:50:00,1
2019-11-28 05:05:00,3
2019-11-28 05:28:00,1
2019-11-28 05:48:00,1
2019-11-28 05:54:00,1
2019-11-28 06:03:00,1
2019-11-28 06:13:00,1
2019-11-28 06:15:00,1
2019-11-28 06:19:00,1
2019-11-28 06:20:00,1
2019-11-28 06:22:00,1
2019-11-28 06:23:00,1
2019-11-28 06:28:00,1
2019-11-28 06:34:00,1
2019-11-28 06:36:00,1
2019-11-28 06:38:00,1
2019-11-28 06:40:00,1
2019-11-28 06:47:00,2
2019-11-28 06:51:00,2
2019-11-28 06:57:00,1
2019-11-28 07:18:00,1
2019-11-28 07:19:00,1
2019-11-28 07:20:00,2
2019-11-28 07:21:00,2
2019-11-28 07:22:00,1
2019-11-28 07:23:00,2
2019-11-28 07:25:00,1
2019-11-28 07:26:00,1
2019-11-28 07:43:00,2
2019-11-28 07:46:00,1
2019-11-28 07:47:00,1
2019-11-28 07:50:00,2
2019-11-28 07:52:00,1
2019-11-28 07:56:00,1
2019-11-28 08:09:00,1
2019-11-28 08:10:00,1
2019-11-28 08:15:00,1
2019-11-28 08:16:00,1
2019-11-28 08:19:00,2
2019-11-28 08:20:00,1
2019-11-28 08:21:00,1
2019-11-28 08:23:00,1
2019-11-28 08:24:00,1
2019-11-28 08:27:00,1
2019-11-28 08:31:00,1
2019-11-28 08:46:00,1
2019-11-28 09:12:00,1
2019-11-28 09:13:00,2
2019-11-28 09:14:00,3
2019-11-28 09:15:00,1
2019-11-28 09:18:00,2
2019-11-28 09:22:00,2
2019-11-28 09:25:00,1
2019-11-28 09:26:00,1
2019-11-28 09:31:00,1
2019-11-28 09:36:00,1
2019-11-28 09:42:00,1
2019-11-28 09:53:00,3
2019-11-28 09:55:00,1
2019-11-28 09:58:00,1
2019-11-28 10:06:00,2
2019-11-28 10:16:00,1
2019-11-28 10:18:00,2
2019-11-28 10:22:00,1
2019-11-28 10:23:00,1
2019-11-28 10:26:00,1
2019-11-28 10:35:00,1
2019-11-28 10:36:00,1
2019-11-28 10:54:00,1
2019-11-28 10:56:00,2
2019-11-28 10:57:00,1
2019-11-28 10:58:00,2
2019-11-28 10:59:00,1
2019-11-28 11:00:00,1
2019-11-28 11:03:00,1
2019-11-28 11:05:00,1
2019-11-28 11:06:00,1
2019-11-28 11:09:00,1
2019-11-28 11:21:00,1
2019-11-28 11:24:00,1
2019-11-28 11:25:00,2
2019-11-28 11:26:00,2
2019-11-28 11:27:00,1
2019-11-28 11:34:00,1
2019-11-28 11:57:00,1
2019-11-28 11:58:00,1
2019-11-28 12:27:00,1
2019-11-28 12:31:00,1
2019-11-28 12:48:00,1
2019-11-28 12:50:00,1
2019-11-28 12:51:00,3
2019-11-28 13:26:00,3
2019-11-28 13:27:00,2
2019-11-28 13:29:00,1
2019-11-28 13:48:00,1
2019-11-28 13:49:00,1
2019-11-28 13:50:00,1
2019-11-28 13:54:00,1
2019-11-28 13:55:00,1
2019-11-28 13:56:00,1
2019-11-28 13:57:00,1
2019-11-28 13:58:00,1
2019-11-28 13:59:00,1
2019-11-28 14:26:00,1
2019-11-28 14:29:00,2
2019-11-28 14:33:00,1
2019-11-28 14:38:00,1
2019-11-28 14:39:00,1
2019-11-28 15:26:00,1
2019-11-28 15:29:00,1
2019-11-28 15:33:00,1
2019-11-28 15:37:00,1
2019-11-28 15:38:00,2
2019-11-28 15:39:00,1
2019-11-28 15:42:00,2
2019-11-28 15:43:00,2
2019-11-28 15:46:00,1
2019-11-28 15:50:00,1
2019-11-28 15:51:00,1
2019-11-28 16:05:00,2
2019-11-28 16:14:00,1
2019-11-28 16:18:00,1
2019-11-28 16:32:00,1
2019-11-28 16:34:00,1
2019-11-28 16:48:00,1
2019-11-28 16:54:00,2
2019-11-28 16:59:00,1
2019-11-28 17:04:00,1
2019-11-28 17:26:00,1
2019-11-28 17:29:00,1
2019-11-28 17:34:00,1
2019-11-28 17:56:00,3
2019-11-28 17:57:00,1
2019-11-28 17:58:00,1
2019-11-28 17:59:00,1
2019-11-28 18:07:00,1
2019-11-28 18:10:00,1
2019-11-28 18:31:00,1
2019-11-28 18:38:00,1
2019-11-28 18:43:00,1
2019-11-28 18:53:00,1
2019-11-28 18:56:00,1
2019-11-28 19:04:00,1
2019-11-28 19:18:00,1
2019-11-28 19:28:00,1
2019-11-28 19:51:00,1
2019-11-28 20:02:00,1
2019-11-28 20:05:00,2
2019-11-28 20:17:00,2
2019-11-28 20:18:00,1
2019-11-28 20:21:00,1
2019-11-28 20:25:00,1
2019-11-28 20:26:00,1
2019-11-28 20:27:00,1
2019-11-28 20:43:00,1
2019-11-28 20:57:00,1
2019-11-28 21:05:00,1
2019-11-28 21:06:00,1
2019-11-28 21:19:00,1
2019-11-28 21:28:00,1
2019-11-28 21:46:00,1
2019-11-28 21:47:00,1
2019-11-28 21:48:00,1
2019-11-28 21:56:00,1
2019-11-28 22:28:00,1
2019-11-28 22:32:00,1
2019-11-28 22:37:00,1
2019-11-28 22:53:00,1
2019-11-28 23:32:00,1
2019-11-28 23:43:00,1
2019-11-28 23:48:00,1
2019-11-28 23:51:00,1
