155,"select s.ObjID,s.class,s.subclass,s.z,s.zErr,s.type from SpecPhoto s, dbo.fGetNearbyObjEq(#,#,#) n where s.ObjID = n.ObjID AND s.mode = #"
2019-11-28 00:14:00,1
2019-11-28 00:39:00,1
2019-11-28 00:40:00,1
2019-11-28 00:48:00,1
2019-11-28 01:03:00,1
2019-11-28 01:24:00,1
2019-11-28 01:25:00,1
2019-11-28 01:31:00,1
2019-11-28 01:33:00,1
2019-11-28 01:34:00,1
2019-11-28 01:36:00,1
2019-11-28 01:58:00,2
2019-11-28 02:07:00,1
2019-11-28 02:08:00,1
2019-11-28 02:13:00,2
2019-11-28 02:20:00,1
2019-11-28 02:21:00,1
2019-11-28 02:48:00,2
2019-11-28 02:56:00,1
2019-11-28 02:57:00,1
2019-11-28 03:00:00,1
2019-11-28 03:26:00,2
2019-11-28 03:31:00,1
2019-11-28 03:32:00,1
2019-11-28 03:34:00,1
2019-11-28 03:44:00,2
2019-11-28 03:51:00,1
2019-11-28 03:54:00,1
2019-11-28 03:55:00,1
2019-11-28 03:57:00,1
2019-11-28 04:00:00,1
2019-11-28 04:01:00,1
2019-11-28 04:03:00,1
2019-11-28 04:04:00,1
2019-11-28 04:16:00,1
2019-11-28 04:17:00,1
2019-11-28 04:20:00,2
2019-11-28 04:27:00,1
2019-11-28 04:34:00,1
2019-11-28 04:36:00,1
2019-11-28 04:37:00,1
2019-11-28 04:38:00,1
2019-11-28 04:41:00,2
2019-11-28 05:01:00,2
2019-11-28 05:04:00,1
2019-11-28 05:05:00,1
2019-11-28 05:17:00,1
2019-11-28 05:24:00,1
2019-11-28 05:30:00,1
2019-11-28 05:47:00,1
2019-11-28 06:04:00,2
2019-11-28 06:08:00,1
2019-11-28 06:26:00,2
2019-11-28 06:32:00,2
2019-11-28 06:37:00,2
2019-11-28 06:40:00,1
2019-11-28 06:41:00,1
2019-11-28 06:59:00,1
2019-11-28 07:00:00,1
2019-11-28 07:15:00,1
2019-11-28 07:16:00,1
2019-11-28 07:34:00,1
2019-11-28 07:35:00,1
2019-11-28 07:49:00,1
2019-11-28 07:50:00,1
2019-11-28 07:53:00,1
2019-11-28 08:23:00,1
2019-11-28 10:23:00,1
2019-11-28 10:24:00,1
2019-11-28 10:27:00,1
2019-11-28 10:49:00,1
2019-11-28 10:50:00,1
2019-11-28 11:07:00,2
2019-11-28 11:17:00,1
2019-11-28 11:39:00,1
2019-11-28 11:41:00,1
2019-11-28 11:44:00,1
2019-11-28 11:46:00,1
2019-11-28 11:50:00,1
2019-11-28 11:51:00,1
2019-11-28 11:57:00,1
2019-11-28 11:58:00,1
2019-11-28 12:01:00,1
2019-11-28 12:21:00,1
2019-11-28 12:22:00,1
2019-11-28 12:28:00,1
2019-11-28 12:29:00,1
2019-11-28 12:34:00,1
2019-11-28 12:55:00,2
2019-11-28 13:01:00,1
2019-11-28 13:02:00,2
2019-11-28 13:25:00,1
2019-11-28 13:27:00,1
2019-11-28 13:36:00,1
2019-11-28 13:37:00,1
2019-11-28 13:44:00,1
2019-11-28 13:47:00,1
2019-11-28 13:49:00,1
2019-11-28 14:01:00,1
2019-11-28 14:04:00,1
2019-11-28 14:05:00,1
2019-11-28 14:16:00,2
2019-11-28 14:28:00,1
2019-11-28 14:29:00,1
2019-11-28 14:39:00,2
2019-11-28 14:55:00,1
2019-11-28 14:56:00,1
2019-11-28 15:02:00,1
2019-11-28 15:33:00,2
2019-11-28 15:47:00,2
2019-11-28 15:49:00,1
2019-11-28 16:02:00,2
2019-11-28 16:07:00,1
2019-11-28 16:08:00,1
2019-11-28 16:09:00,1
2019-11-28 16:23:00,2
2019-11-28 16:26:00,1
2019-11-28 16:28:00,1
2019-11-28 16:49:00,2
2019-11-28 16:54:00,1
2019-11-28 16:55:00,1
2019-11-28 17:08:00,2
2019-11-28 17:09:00,1
2019-11-28 17:15:00,1
2019-11-28 17:16:00,1
2019-11-28 17:38:00,2
2019-11-28 17:41:00,1
2019-11-28 17:44:00,2
2019-11-28 17:59:00,2
