933,"SELECT * FROM dbo.fFootprintEq( #,#,#)"
2019-11-28 01:13:00,8
2019-11-28 01:14:00,4
2019-11-28 01:15:00,6
2019-11-28 01:16:00,3
2019-11-28 01:17:00,1
2019-11-28 01:25:00,2
2019-11-28 01:26:00,2
2019-11-28 01:27:00,2
2019-11-28 01:34:00,2
2019-11-28 01:35:00,2
2019-11-28 01:46:00,8
2019-11-28 01:47:00,5
2019-11-28 01:48:00,7
2019-11-28 01:49:00,8
2019-11-28 01:51:00,2
2019-11-28 01:59:00,2
2019-11-28 02:00:00,2
2019-11-28 02:01:00,4
2019-11-28 02:02:00,4
2019-11-28 02:03:00,2
2019-11-28 02:15:00,2
2019-11-28 02:16:00,4
2019-11-28 02:17:00,4
2019-11-28 02:18:00,4
2019-11-28 02:31:00,4
2019-11-28 02:32:00,6
2019-11-28 02:33:00,2
2019-11-28 02:34:00,4
2019-11-28 02:35:00,4
2019-11-28 02:36:00,4
2019-11-28 02:52:00,2
2019-11-28 02:53:00,6
2019-11-28 02:55:00,3
2019-11-28 02:56:00,3
2019-11-28 02:57:00,2
2019-11-28 02:58:00,4
2019-11-28 02:59:00,4
2019-11-28 03:00:00,6
2019-11-28 03:01:00,4
2019-11-28 03:03:00,2
2019-11-28 03:04:00,2
2019-11-28 03:09:00,2
2019-11-28 03:10:00,2
2019-11-28 03:11:00,2
2019-11-28 03:12:00,4
2019-11-28 03:13:00,6
2019-11-28 03:14:00,4
2019-11-28 03:18:00,2
2019-11-28 03:19:00,6
2019-11-28 03:20:00,2
2019-11-28 03:33:00,2
2019-11-28 03:34:00,4
2019-11-28 03:35:00,4
2019-11-28 03:51:00,2
2019-11-28 03:52:00,6
2019-11-28 03:53:00,4
2019-11-28 03:54:00,2
2019-11-28 03:56:00,2
2019-11-28 03:57:00,2
2019-11-28 04:18:00,2
2019-11-28 04:19:00,2
2019-11-28 04:34:00,2
2019-11-28 04:35:00,4
2019-11-28 04:36:00,4
2019-11-28 04:38:00,2
2019-11-28 04:39:00,4
2019-11-28 04:56:00,2
2019-11-28 04:57:00,8
2019-11-28 04:58:00,2
2019-11-28 05:16:00,4
2019-11-28 05:17:00,1
2019-11-28 05:18:00,2
2019-11-28 05:19:00,2
2019-11-28 05:25:00,2
2019-11-28 05:26:00,4
2019-11-28 05:31:00,2
2019-11-28 05:32:00,4
2019-11-28 05:33:00,8
2019-11-28 05:34:00,2
2019-11-28 05:41:00,2
2019-11-28 05:42:00,6
2019-11-28 05:43:00,6
2019-11-28 05:44:00,2
2019-11-28 05:45:00,6
2019-11-28 05:46:00,4
2019-11-28 05:47:00,4
2019-11-28 05:48:00,6
2019-11-28 05:49:00,2
2019-11-28 05:50:00,2
2019-11-28 05:56:00,2
2019-11-28 05:57:00,6
2019-11-28 05:58:00,6
2019-11-28 05:59:00,4
2019-11-28 06:00:00,4
2019-11-28 06:01:00,4
2019-11-28 06:02:00,4
2019-11-28 06:03:00,2
2019-11-28 06:08:00,2
2019-11-28 06:09:00,6
2019-11-28 06:10:00,6
2019-11-28 06:11:00,6
2019-11-28 06:12:00,6
2019-11-28 06:13:00,2
2019-11-28 06:19:00,2
2019-11-28 06:20:00,4
2019-11-28 06:21:00,2
2019-11-28 06:29:00,6
2019-11-28 06:30:00,2
2019-11-28 06:31:00,2
2019-11-28 06:40:00,4
2019-11-28 06:41:00,4
2019-11-28 06:42:00,6
2019-11-28 06:43:00,4
2019-11-28 06:44:00,8
2019-11-28 06:45:00,4
2019-11-28 06:54:00,3
2019-11-28 06:55:00,5
