116,"SELECT  p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-11-28 00:34:00,1
2019-11-28 00:44:00,1
2019-11-28 00:47:00,1
2019-11-28 00:48:00,1
2019-11-28 00:51:00,1
2019-11-28 01:02:00,1
2019-11-28 01:04:00,1
2019-11-28 01:32:00,1
2019-11-28 02:16:00,1
2019-11-28 02:27:00,1
2019-11-28 02:29:00,1
2019-11-28 02:32:00,4
2019-11-28 02:33:00,1
2019-11-28 02:38:00,1
2019-11-28 02:39:00,3
2019-11-28 02:40:00,2
2019-11-28 02:41:00,5
2019-11-28 02:42:00,2
2019-11-28 02:43:00,1
2019-11-28 02:45:00,2
2019-11-28 02:46:00,1
2019-11-28 03:00:00,1
2019-11-28 03:03:00,1
2019-11-28 03:04:00,1
2019-11-28 03:08:00,1
2019-11-28 03:10:00,1
2019-11-28 03:13:00,1
2019-11-28 03:16:00,1
2019-11-28 03:53:00,1
2019-11-28 04:03:00,1
2019-11-28 04:04:00,1
2019-11-28 04:07:00,1
2019-11-28 04:09:00,1
2019-11-28 04:18:00,1
2019-11-28 04:53:00,1
2019-11-28 05:50:00,1
2019-11-28 06:04:00,1
2019-11-28 06:15:00,1
2019-11-28 06:35:00,1
2019-11-28 06:47:00,1
2019-11-28 06:48:00,1
2019-11-28 06:50:00,1
2019-11-28 06:54:00,1
2019-11-28 06:57:00,2
2019-11-28 07:01:00,1
2019-11-28 07:02:00,1
2019-11-28 07:07:00,1
2019-11-28 07:17:00,2
2019-11-28 07:29:00,1
2019-11-28 07:36:00,1
2019-11-28 07:42:00,1
2019-11-28 07:46:00,1
2019-11-28 07:48:00,1
2019-11-28 07:52:00,1
2019-11-28 07:53:00,1
2019-11-28 09:10:00,1
2019-11-28 09:37:00,1
2019-11-28 09:47:00,1
2019-11-28 11:17:00,1
2019-11-28 11:35:00,1
2019-11-28 11:41:00,1
2019-11-28 12:04:00,1
2019-11-28 12:43:00,1
2019-11-28 13:42:00,1
2019-11-28 13:49:00,1
2019-11-28 14:01:00,1
2019-11-28 14:04:00,1
2019-11-28 14:08:00,2
2019-11-28 14:21:00,1
2019-11-28 14:23:00,1
2019-11-28 14:25:00,1
2019-11-28 14:26:00,1
2019-11-28 14:38:00,1
2019-11-28 14:39:00,1
2019-11-28 14:47:00,1
2019-11-28 15:00:00,2
2019-11-28 15:01:00,1
2019-11-28 15:23:00,1
2019-11-28 15:33:00,1
2019-11-28 15:58:00,1
2019-11-28 15:59:00,1
2019-11-28 16:06:00,1
2019-11-28 16:50:00,1
2019-11-28 16:51:00,1
2019-11-28 16:53:00,1
2019-11-28 16:55:00,1
2019-11-28 17:16:00,1
2019-11-28 17:48:00,1
2019-11-28 17:50:00,1
2019-11-28 18:31:00,1
2019-11-28 19:01:00,1
2019-11-28 19:10:00,1
2019-11-28 19:33:00,1
2019-11-28 20:00:00,1
2019-11-28 20:26:00,1
2019-11-28 20:43:00,1
2019-11-28 21:20:00,1
2019-11-28 22:48:00,1
2019-11-28 22:58:00,1
2019-11-28 23:14:00,1
