44,select * from ELRedshift where specObjId=#
2019-11-28 00:09:00,1
2019-11-28 01:00:00,1
2019-11-28 03:10:00,1
2019-11-28 05:30:00,1
2019-11-28 06:13:00,1
2019-11-28 06:33:00,1
2019-11-28 06:35:00,1
2019-11-28 06:40:00,1
2019-11-28 07:25:00,1
2019-11-28 07:29:00,1
2019-11-28 07:40:00,1
2019-11-28 07:45:00,1
2019-11-28 08:10:00,1
2019-11-28 08:12:00,1
2019-11-28 08:25:00,1
2019-11-28 09:02:00,1
2019-11-28 09:12:00,1
2019-11-28 10:53:00,1
2019-11-28 11:09:00,1
2019-11-28 11:25:00,1
2019-11-28 11:58:00,1
2019-11-28 12:26:00,1
2019-11-28 12:32:00,1
2019-11-28 13:14:00,1
2019-11-28 13:19:00,1
2019-11-28 13:28:00,1
2019-11-28 14:42:00,1
2019-11-28 14:45:00,1
2019-11-28 17:47:00,2
2019-11-28 18:15:00,1
2019-11-28 18:24:00,1
2019-11-28 18:26:00,1
2019-11-28 18:32:00,1
2019-11-28 18:53:00,1
2019-11-28 18:56:00,1
2019-11-28 19:18:00,1
2019-11-28 20:01:00,1
2019-11-28 20:02:00,1
2019-11-28 20:16:00,1
2019-11-28 20:21:00,1
2019-11-28 21:37:00,1
2019-11-28 22:47:00,1
2019-11-28 23:33:00,1
