118,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-11-28 00:44:00,1
2019-11-28 01:21:00,1
2019-11-28 01:45:00,1
2019-11-28 01:52:00,1
2019-11-28 01:53:00,1
2019-11-28 01:59:00,1
2019-11-28 02:03:00,1
2019-11-28 02:14:00,1
2019-11-28 02:32:00,1
2019-11-28 02:46:00,10
2019-11-28 02:50:00,1
2019-11-28 03:46:00,1
2019-11-28 03:57:00,9
2019-11-28 04:01:00,9
2019-11-28 04:08:00,9
2019-11-28 04:47:00,1
2019-11-28 05:45:00,1
2019-11-28 06:45:00,1
2019-11-28 07:14:00,9
2019-11-28 07:45:00,1
2019-11-28 08:45:00,1
2019-11-28 09:38:00,9
2019-11-28 09:39:00,9
2019-11-28 09:45:00,1
2019-11-28 10:11:00,1
2019-11-28 10:45:00,1
2019-11-28 11:45:00,10
2019-11-28 12:45:00,1
2019-11-28 13:45:00,1
2019-11-28 14:13:00,9
2019-11-28 14:45:00,1
2019-11-28 15:45:00,1
2019-11-28 16:45:00,1
2019-11-28 17:46:00,1
2019-11-28 18:45:00,1
2019-11-28 19:03:00,9
