5,"SELECT TOP # dbo.fCosmoDl(s.z) AS Dl,      p.petroMag_r AS petroMag,     p.extinction_r AS extinction,     s.z AS z,      p.petroMag_r-#*log1#(dbo.fCosmoDl(s.z))#-extinction_r AS AbsMag FROM  SpecObj AS s   INNER JOIN PhotoObj AS p   ON s.bestObjID=p.objID WHERE SpecClass=# AND s.z># AND s.z<# AND p.petroMag_r># AND p.petroMag_r<# ) SELECT AbsMag, z FROM q WHERE AbsMag<# AND z<#"
2019-01-31 10:15:00,1
2019-01-31 10:23:00,1
2019-01-31 10:41:00,1
2019-01-31 10:51:00,1
2019-01-31 11:07:00,1
