4,"select ra,dec, psfMag_g, psfMag_r, psfMag_i, psfMag_z from star where ra between # and # and dec between # and #"
2019-01-31 11:45:00,1
2019-01-31 11:52:00,1
2019-01-31 16:57:00,1
2019-01-31 17:17:00,1
