7536,"SELECT DISTINCT p.ra , p.dec FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = # GROUP BY p.ra, p.dec"
2019-01-31 10:55:00,21
2019-01-31 10:56:00,50
2019-01-31 10:57:00,48
2019-01-31 10:58:00,36
2019-01-31 10:59:00,50
2019-01-31 11:00:00,44
2019-01-31 11:01:00,51
2019-01-31 11:02:00,38
2019-01-31 11:03:00,51
2019-01-31 11:04:00,50
2019-01-31 11:05:00,45
2019-01-31 11:06:00,36
2019-01-31 11:07:00,54
2019-01-31 11:08:00,28
2019-01-31 11:09:00,42
2019-01-31 11:10:00,45
2019-01-31 11:11:00,44
2019-01-31 11:12:00,40
2019-01-31 11:13:00,40
2019-01-31 11:14:00,47
2019-01-31 11:15:00,35
2019-01-31 11:16:00,4
2019-01-31 11:20:00,2
2019-01-31 11:21:00,39
2019-01-31 11:22:00,57
2019-01-31 11:23:00,42
2019-01-31 11:24:00,54
2019-01-31 11:25:00,43
2019-01-31 11:26:00,47
2019-01-31 11:27:00,46
2019-01-31 11:28:00,54
2019-01-31 11:29:00,54
2019-01-31 11:30:00,55
2019-01-31 11:31:00,36
2019-01-31 11:32:00,50
2019-01-31 11:33:00,34
2019-01-31 11:34:00,43
2019-01-31 11:35:00,51
2019-01-31 11:36:00,43
2019-01-31 11:37:00,35
2019-01-31 11:38:00,48
2019-01-31 11:39:00,43
2019-01-31 11:40:00,43
2019-01-31 11:41:00,37
2019-01-31 11:42:00,12
2019-01-31 11:43:00,39
2019-01-31 11:44:00,53
2019-01-31 11:45:00,48
2019-01-31 11:46:00,39
2019-01-31 11:47:00,50
2019-01-31 11:48:00,47
2019-01-31 11:49:00,48
2019-01-31 11:50:00,45
2019-01-31 11:51:00,44
2019-01-31 11:52:00,45
2019-01-31 11:53:00,40
2019-01-31 11:54:00,41
2019-01-31 11:55:00,51
2019-01-31 11:56:00,40
2019-01-31 11:57:00,39
2019-01-31 11:58:00,41
2019-01-31 11:59:00,38
2019-01-31 12:00:00,44
2019-01-31 12:01:00,42
2019-01-31 12:02:00,35
2019-01-31 12:03:00,47
2019-01-31 12:04:00,43
2019-01-31 12:05:00,43
2019-01-31 12:06:00,28
2019-01-31 12:07:00,50
2019-01-31 12:08:00,34
2019-01-31 12:09:00,40
2019-01-31 12:10:00,41
2019-01-31 12:11:00,42
2019-01-31 12:12:00,29
2019-01-31 12:13:00,42
2019-01-31 12:14:00,40
2019-01-31 12:15:00,44
2019-01-31 12:16:00,28
2019-01-31 12:17:00,25
2019-01-31 12:18:00,31
2019-01-31 12:19:00,49
2019-01-31 12:20:00,43
2019-01-31 12:21:00,27
2019-01-31 12:22:00,28
2019-01-31 12:23:00,37
2019-01-31 12:24:00,49
2019-01-31 12:25:00,29
2019-01-31 12:26:00,37
2019-01-31 12:27:00,50
2019-01-31 12:28:00,5
2019-01-31 12:52:00,20
2019-01-31 12:56:00,30
2019-01-31 12:57:00,29
2019-01-31 12:58:00,46
2019-01-31 12:59:00,49
2019-01-31 13:00:00,31
2019-01-31 13:01:00,42
2019-01-31 13:02:00,32
2019-01-31 13:03:00,18
2019-01-31 13:12:00,1
2019-01-31 13:15:00,10
2019-01-31 13:16:00,5
2019-01-31 13:17:00,15
2019-01-31 13:18:00,23
2019-01-31 13:19:00,27
2019-01-31 13:31:00,1
2019-01-31 13:32:00,14
2019-01-31 13:33:00,20
2019-01-31 13:44:00,5
2019-01-31 13:45:00,10
2019-01-31 13:46:00,20
2019-01-31 13:47:00,4
2019-01-31 13:48:00,21
2019-01-31 13:51:00,5
2019-01-31 13:56:00,15
2019-01-31 13:57:00,45
2019-01-31 13:58:00,35
2019-01-31 13:59:00,32
2019-01-31 14:00:00,34
2019-01-31 14:01:00,34
2019-01-31 14:02:00,35
2019-01-31 14:03:00,50
2019-01-31 14:04:00,43
2019-01-31 14:05:00,17
2019-01-31 14:06:00,35
2019-01-31 14:07:00,46
2019-01-31 14:08:00,28
2019-01-31 14:09:00,22
2019-01-31 14:10:00,30
2019-01-31 14:11:00,30
2019-01-31 14:12:00,31
2019-01-31 14:13:00,50
2019-01-31 14:14:00,36
2019-01-31 14:15:00,33
2019-01-31 14:22:00,1
2019-01-31 14:23:00,1
2019-01-31 14:26:00,1
2019-01-31 14:28:00,1
2019-01-31 14:29:00,1
2019-01-31 14:30:00,4
2019-01-31 14:31:00,7
2019-01-31 14:32:00,2
2019-01-31 14:33:00,3
2019-01-31 14:37:00,4
2019-01-31 14:38:00,1
2019-01-31 14:39:00,5
2019-01-31 14:40:00,2
2019-01-31 14:41:00,3
2019-01-31 14:42:00,1
2019-01-31 14:47:00,6
2019-01-31 14:48:00,9
2019-01-31 14:49:00,1
2019-01-31 14:50:00,4
2019-01-31 14:51:00,9
2019-01-31 14:52:00,3
2019-01-31 14:53:00,35
2019-01-31 14:54:00,25
2019-01-31 14:57:00,1
2019-01-31 14:59:00,3
2019-01-31 15:00:00,2
2019-01-31 15:04:00,1
2019-01-31 15:10:00,1
2019-01-31 15:11:00,1
2019-01-31 15:13:00,2
2019-01-31 15:14:00,1
2019-01-31 15:15:00,6
2019-01-31 15:16:00,9
2019-01-31 15:17:00,9
2019-01-31 15:18:00,8
2019-01-31 15:20:00,2
2019-01-31 15:21:00,13
2019-01-31 15:22:00,1
2019-01-31 15:23:00,15
2019-01-31 15:24:00,45
2019-01-31 15:25:00,35
2019-01-31 15:26:00,37
2019-01-31 15:27:00,46
2019-01-31 15:28:00,27
2019-01-31 15:29:00,41
2019-01-31 15:30:00,45
2019-01-31 15:31:00,42
2019-01-31 15:32:00,32
2019-01-31 15:33:00,50
2019-01-31 15:34:00,35
2019-01-31 15:35:00,24
2019-01-31 15:36:00,27
2019-01-31 15:37:00,24
2019-01-31 15:40:00,2
2019-01-31 15:41:00,2
2019-01-31 15:42:00,6
2019-01-31 15:43:00,8
2019-01-31 15:44:00,6
2019-01-31 15:45:00,5
2019-01-31 15:47:00,10
2019-01-31 15:48:00,6
2019-01-31 15:49:00,6
2019-01-31 15:50:00,9
2019-01-31 15:51:00,7
2019-01-31 15:52:00,8
2019-01-31 15:53:00,3
2019-01-31 15:54:00,36
2019-01-31 15:55:00,41
2019-01-31 15:56:00,47
2019-01-31 15:57:00,31
2019-01-31 15:58:00,34
2019-01-31 16:00:00,10
2019-01-31 16:01:00,5
2019-01-31 16:02:00,36
2019-01-31 16:03:00,41
2019-01-31 16:04:00,43
2019-01-31 16:05:00,44
2019-01-31 16:06:00,36
2019-01-31 16:07:00,37
2019-01-31 16:08:00,44
2019-01-31 16:09:00,44
2019-01-31 16:10:00,35
2019-01-31 16:11:00,50
2019-01-31 16:12:00,28
2019-01-31 16:13:00,22
2019-01-31 16:14:00,30
2019-01-31 16:15:00,38
2019-01-31 16:16:00,32
2019-01-31 16:17:00,24
2019-01-31 16:22:00,21
2019-01-31 16:23:00,55
2019-01-31 16:24:00,4
2019-01-31 16:30:00,10
2019-01-31 16:31:00,33
2019-01-31 16:32:00,47
2019-01-31 16:33:00,45
2019-01-31 16:34:00,40
2019-01-31 16:35:00,40
2019-01-31 16:36:00,45
2019-01-31 16:37:00,50
2019-01-31 16:38:00,41
2019-01-31 16:39:00,46
2019-01-31 16:40:00,45
2019-01-31 16:41:00,31
2019-01-31 16:44:00,9
2019-01-31 16:45:00,36
2019-01-31 16:46:00,46
2019-01-31 16:47:00,46
2019-01-31 16:48:00,41
2019-01-31 16:49:00,40
2019-01-31 16:50:00,45
2019-01-31 16:55:00,1
2019-01-31 16:57:00,1
2019-01-31 17:11:00,1
2019-01-31 17:12:00,2
2019-01-31 17:18:00,1
2019-01-31 17:30:00,1
2019-01-31 17:39:00,1
2019-01-31 17:47:00,1
2019-01-31 17:53:00,1
2019-01-31 17:57:00,1
2019-01-31 17:58:00,1
2019-01-31 18:00:00,1
2019-01-31 18:03:00,1
2019-01-31 18:05:00,1
2019-01-31 18:06:00,2
2019-01-31 18:07:00,1
2019-01-31 18:08:00,3
2019-01-31 18:10:00,1
2019-01-31 18:11:00,1
2019-01-31 18:24:00,1
2019-01-31 18:30:00,27
2019-01-31 18:31:00,53
2019-01-31 18:32:00,39
2019-01-31 18:33:00,36
2019-01-31 18:34:00,50
2019-01-31 18:35:00,50
2019-01-31 18:36:00,5
