129,select distinct parent from DBViewCols where viewname=&&&
2019-01-31 01:12:00,3
2019-01-31 01:13:00,2
2019-01-31 01:14:00,3
2019-01-31 01:15:00,5
2019-01-31 01:16:00,3
2019-01-31 01:17:00,6
2019-01-31 01:18:00,6
2019-01-31 01:19:00,6
2019-01-31 01:20:00,2
2019-01-31 01:21:00,5
2019-01-31 01:22:00,2
2019-01-31 02:04:00,1
2019-01-31 02:07:00,2
2019-01-31 03:06:00,1
2019-01-31 03:10:00,1
2019-01-31 03:29:00,2
2019-01-31 03:30:00,3
2019-01-31 03:35:00,3
2019-01-31 03:37:00,1
2019-01-31 03:40:00,1
2019-01-31 03:46:00,1
2019-01-31 07:54:00,1
2019-01-31 07:58:00,1
2019-01-31 09:41:00,1
2019-01-31 09:51:00,1
2019-01-31 09:52:00,1
2019-01-31 10:01:00,1
2019-01-31 10:09:00,1
2019-01-31 10:52:00,1
2019-01-31 11:02:00,1
2019-01-31 11:30:00,1
2019-01-31 13:49:00,1
2019-01-31 13:55:00,1
2019-01-31 14:29:00,1
2019-01-31 14:32:00,1
2019-01-31 15:04:00,1
2019-01-31 15:19:00,1
2019-01-31 15:42:00,1
2019-01-31 15:54:00,2
2019-01-31 16:24:00,1
2019-01-31 17:20:00,1
2019-01-31 17:21:00,1
2019-01-31 17:33:00,2
2019-01-31 17:47:00,1
2019-01-31 18:02:00,1
2019-01-31 18:06:00,1
2019-01-31 18:07:00,1
2019-01-31 18:15:00,1
2019-01-31 18:17:00,3
2019-01-31 18:18:00,2
2019-01-31 18:19:00,2
2019-01-31 18:20:00,2
2019-01-31 18:21:00,2
2019-01-31 18:23:00,1
2019-01-31 19:34:00,1
2019-01-31 20:18:00,1
2019-01-31 20:41:00,1
2019-01-31 21:11:00,1
2019-01-31 21:13:00,1
2019-01-31 21:14:00,1
2019-01-31 21:18:00,1
2019-01-31 21:37:00,1
2019-01-31 21:49:00,11
2019-01-31 21:50:00,2
2019-01-31 21:54:00,1
2019-01-31 21:57:00,4
2019-01-31 21:58:00,2
2019-01-31 22:17:00,1
