36,"SELECT TOP #  p.run, p.rerun, p.camcol, p.field  FROM PhotoObjDR7 AS p  WHERE p.dr7objid=#"
2019-01-31 00:31:00,1
2019-01-31 01:13:00,1
2019-01-31 01:38:00,1
2019-01-31 02:47:00,1
2019-01-31 02:58:00,1
2019-01-31 02:59:00,1
2019-01-31 04:40:00,1
2019-01-31 04:48:00,2
2019-01-31 04:55:00,1
2019-01-31 05:10:00,1
2019-01-31 05:24:00,1
2019-01-31 05:59:00,1
2019-01-31 06:05:00,1
2019-01-31 06:08:00,1
2019-01-31 06:18:00,1
2019-01-31 06:24:00,1
2019-01-31 09:22:00,1
2019-01-31 09:35:00,2
2019-01-31 09:52:00,1
2019-01-31 10:12:00,1
2019-01-31 10:47:00,1
2019-01-31 11:23:00,1
2019-01-31 11:40:00,1
2019-01-31 11:41:00,1
2019-01-31 11:42:00,1
2019-01-31 11:58:00,1
2019-01-31 13:02:00,1
2019-01-31 14:04:00,1
2019-01-31 14:51:00,1
2019-01-31 15:23:00,1
2019-01-31 15:51:00,2
2019-01-31 16:03:00,1
2019-01-31 17:58:00,1
