8,"SELECT TOP # p.objId,p.z,p.ra,p.dec,p.petror9#_r, p.g, p.r   FROM galaxy AS p    JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE p.u >= #   AND p.r >= # AND p.z < #"
2019-01-31 16:41:00,1
2019-01-31 16:44:00,3
2019-01-31 16:45:00,1
2019-01-31 16:46:00,3
