5,"select floor((p.petroMag_r - # - # * log1#(dbo.fCosmoDl(s.z)) - p.extinction_r)*#)/# M_r, count(*) N from SpecObj s inner join PhotoObj p on s.bestObjID = p.ObjID where s.z > #  and s.z < # and p.petroMag_r - # - # * log1#(dbo.fCosmoDl(s.z)) - p.extinction_r > # group by floor((p.petroMag_r - # - # * log1#(dbo.fCosmoDl(s.z)) - p.extinction_r)*#) order by #"
2019-01-31 07:21:00,1
2019-01-31 07:25:00,1
2019-01-31 07:27:00,1
2019-01-31 17:51:00,1
2019-01-31 17:54:00,1
