2,"SELECT ra, dec, z into mydb.MyTable_# from SpecPhoto as sp JOIN specObjID on Specphoto = galSpecExtra WHERE z <= # AND lgm_tot_p5# > # AND ra BETWEEN # AND # AND dec BETWEEN # AND # AND class = GALAXY"
2019-05-02 10:16:00,1
2019-05-02 13:13:00,1
