7,"SELECT TOP #  p.objid,p.u,p.g,p.r,p.i,p.z,  s.specobjid, s.z as redshift FROM PhotoObj AS p  JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE   s.class=&&&  AND p.u-p.r BETWEEN # AND #"
2019-05-02 15:29:00,1
2019-05-02 15:39:00,1
2019-05-02 15:41:00,1
2019-05-02 15:56:00,1
2019-05-02 21:20:00,1
2019-05-02 21:21:00,1
2019-05-02 21:22:00,1
