2,"SELECT TOP #  s.plate,s.mjd,s.fiberid  FROM ..SpecObj as s  JOIN dbo.fGetNearbySpecObjEq(#,#,#) AS b ON b.SpecobjID = S.SpecobjID  JOIN PhotoObj AS p ON s.bestobjid=p.objid  WHERE s.zWarning = # AND (p.psfMag_u - p.psfMag_g) > # AND (p.psfMag_g - p.psfMag_r) > # AND (p.psfMag_r - p.psfMag_i) > # AND (p.psfMag_i - p.psfMag_z) > # AND (p.psfMag_u - p.psfMag_g) < # AND (p.psfMag_g - p.psfMag_r) < # AND (p.psfMag_r - p.psfMag_i) < # AND (p.psfMag_i - p.psfMag_z) < #"
2019-05-02 16:04:00,1
2019-05-02 16:05:00,1
