27,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-05-02 05:10:00,1
2019-05-02 06:55:00,1
2019-05-02 07:57:00,2
2019-05-02 08:04:00,1
2019-05-02 08:38:00,2
2019-05-02 08:48:00,1
2019-05-02 10:09:00,1
2019-05-02 12:24:00,1
2019-05-02 13:31:00,1
2019-05-02 13:36:00,1
2019-05-02 13:37:00,2
2019-05-02 13:59:00,1
2019-05-02 14:11:00,1
2019-05-02 14:18:00,1
2019-05-02 14:30:00,1
2019-05-02 15:14:00,1
2019-05-02 15:19:00,4
2019-05-02 15:33:00,1
2019-05-02 15:40:00,1
2019-05-02 16:26:00,1
2019-05-02 16:27:00,1
