952,"SELECT DISTINCT p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE (p.run=# AND p.camcol=# AND p.field=# AND p.rerun=#)"
2019-05-02 02:54:00,1
2019-05-02 02:55:00,1
2019-05-02 04:26:00,1
2019-05-02 04:27:00,2
2019-05-02 04:28:00,2
2019-05-02 04:29:00,2
2019-05-02 04:30:00,1
2019-05-02 04:31:00,3
2019-05-02 04:32:00,2
2019-05-02 04:33:00,3
2019-05-02 04:34:00,3
2019-05-02 04:35:00,2
2019-05-02 04:36:00,3
2019-05-02 04:37:00,2
2019-05-02 04:38:00,3
2019-05-02 04:39:00,3
2019-05-02 04:40:00,2
2019-05-02 04:41:00,2
2019-05-02 04:42:00,3
2019-05-02 04:43:00,3
2019-05-02 04:44:00,1
2019-05-02 05:30:00,2
2019-05-02 05:32:00,2
2019-05-02 05:34:00,1
2019-05-02 05:35:00,1
2019-05-02 05:36:00,2
2019-05-02 05:37:00,1
2019-05-02 05:38:00,2
2019-05-02 05:39:00,1
2019-05-02 05:40:00,1
2019-05-02 05:41:00,2
2019-05-02 05:42:00,1
2019-05-02 05:43:00,2
2019-05-02 05:45:00,3
2019-05-02 05:47:00,3
2019-05-02 05:49:00,2
2019-05-02 05:50:00,1
2019-05-02 05:51:00,2
2019-05-02 05:52:00,1
2019-05-02 05:53:00,2
2019-05-02 05:54:00,1
2019-05-02 05:55:00,2
2019-05-02 05:56:00,1
2019-05-02 05:57:00,2
2019-05-02 05:58:00,1
2019-05-02 05:59:00,2
2019-05-02 06:00:00,1
2019-05-02 06:01:00,2
2019-05-02 06:02:00,1
2019-05-02 06:03:00,2
2019-05-02 06:04:00,1
2019-05-02 06:05:00,2
2019-05-02 06:06:00,1
2019-05-02 06:07:00,2
2019-05-02 06:08:00,1
2019-05-02 06:09:00,2
2019-05-02 06:10:00,1
2019-05-02 06:11:00,2
2019-05-02 06:12:00,1
2019-05-02 06:13:00,2
2019-05-02 06:14:00,1
2019-05-02 06:15:00,2
2019-05-02 06:16:00,1
2019-05-02 06:17:00,1
2019-05-02 06:18:00,2
2019-05-02 06:19:00,1
2019-05-02 06:20:00,2
2019-05-02 06:21:00,1
2019-05-02 06:22:00,2
2019-05-02 06:24:00,3
2019-05-02 06:26:00,2
2019-05-02 06:27:00,1
2019-05-02 06:28:00,2
2019-05-02 06:29:00,1
2019-05-02 06:30:00,2
2019-05-02 06:31:00,1
2019-05-02 06:32:00,1
2019-05-02 06:33:00,2
