2,"select top # sp.specObjID, sp.ra, sp.dec, sp.plate, sp.subClass from SpecObjAll sp into mydb.segue_stars JOIN SpecPhotoAll p on sp.specObjID=p.specObjID    WHERE sp.instrument=&&& and sp.class=&&&"
2019-05-02 11:31:00,1
2019-05-02 11:33:00,1
