28,"select name, type, description from DBObjects where  type in (&&&,&&&) and UPPER(name) like &&&"
2019-05-02 00:17:00,1
2019-05-02 02:07:00,1
2019-05-02 06:56:00,1
2019-05-02 07:58:00,1
2019-05-02 08:13:00,1
2019-05-02 08:57:00,1
2019-05-02 11:44:00,1
2019-05-02 11:45:00,9
2019-05-02 15:57:00,1
2019-05-02 16:04:00,1
2019-05-02 16:14:00,1
2019-05-02 16:16:00,1
2019-05-02 16:17:00,1
2019-05-02 16:19:00,1
2019-05-02 16:47:00,1
2019-05-02 18:09:00,1
2019-05-02 18:20:00,1
2019-05-02 18:32:00,1
2019-05-02 18:34:00,1
2019-05-02 23:46:00,1
