39,select * from stellarMassPCAWiscM1# where specObjId=#
2019-05-24 00:08:00,1
2019-05-24 00:37:00,1
2019-05-24 00:42:00,1
2019-05-24 01:25:00,1
2019-05-24 02:24:00,1
2019-05-24 02:25:00,1
2019-05-24 02:26:00,1
2019-05-24 03:03:00,1
2019-05-24 03:21:00,1
2019-05-24 05:31:00,1
2019-05-24 06:19:00,1
2019-05-24 06:22:00,1
2019-05-24 06:31:00,1
2019-05-24 06:35:00,1
2019-05-24 06:38:00,1
2019-05-24 07:09:00,1
2019-05-24 07:23:00,1
2019-05-24 07:50:00,1
2019-05-24 07:52:00,1
2019-05-24 08:09:00,1
2019-05-24 08:18:00,1
2019-05-24 08:30:00,1
2019-05-24 08:36:00,1
2019-05-24 08:37:00,1
2019-05-24 09:08:00,1
2019-05-24 09:12:00,1
2019-05-24 09:59:00,1
2019-05-24 10:13:00,1
2019-05-24 10:53:00,1
2019-05-24 11:42:00,1
2019-05-24 11:46:00,1
2019-05-24 11:47:00,1
2019-05-24 12:22:00,1
2019-05-24 13:16:00,1
2019-05-24 13:17:00,1
2019-05-24 13:25:00,1
2019-05-24 15:29:00,1
2019-05-24 15:45:00,1
2019-05-24 16:33:00,1
