3954,"SELECT dbo.fGetNearestSpecObjIdAllEq(#,#,#) as specObjID"
2019-05-24 00:07:00,16
2019-05-24 00:08:00,29
2019-05-24 00:09:00,32
2019-05-24 00:10:00,27
2019-05-24 00:11:00,4
2019-05-24 00:12:00,2
2019-05-24 00:13:00,1
2019-05-24 10:52:00,6
2019-05-24 10:53:00,32
2019-05-24 10:54:00,33
2019-05-24 10:55:00,37
2019-05-24 10:56:00,36
2019-05-24 10:57:00,36
2019-05-24 10:58:00,16
2019-05-24 11:03:00,22
2019-05-24 11:04:00,43
2019-05-24 11:05:00,39
2019-05-24 11:10:00,24
2019-05-24 11:11:00,32
2019-05-24 11:12:00,30
2019-05-24 11:13:00,18
2019-05-24 11:20:00,26
2019-05-24 11:21:00,31
2019-05-24 11:22:00,31
2019-05-24 11:23:00,15
2019-05-24 11:34:00,10
2019-05-24 11:35:00,33
2019-05-24 11:36:00,36
2019-05-24 11:37:00,35
2019-05-24 11:38:00,8
2019-05-24 11:49:00,10
2019-05-24 11:50:00,32
2019-05-24 11:51:00,33
2019-05-24 11:52:00,27
2019-05-24 11:59:00,1
2019-05-24 12:00:00,32
2019-05-24 12:01:00,32
2019-05-24 12:02:00,30
2019-05-24 12:03:00,6
2019-05-24 12:07:00,1
2019-05-24 12:08:00,31
2019-05-24 12:09:00,32
2019-05-24 12:10:00,31
2019-05-24 12:11:00,10
2019-05-24 12:16:00,9
2019-05-24 12:17:00,33
2019-05-24 12:18:00,32
2019-05-24 12:19:00,28
2019-05-24 12:25:00,30
2019-05-24 12:26:00,32
2019-05-24 12:27:00,32
2019-05-24 12:28:00,31
2019-05-24 12:29:00,32
2019-05-24 12:30:00,32
2019-05-24 12:31:00,22
2019-05-24 13:16:00,8
2019-05-24 13:17:00,31
2019-05-24 13:18:00,31
2019-05-24 13:19:00,30
2019-05-24 13:24:00,2
2019-05-24 13:25:00,29
2019-05-24 13:26:00,30
2019-05-24 13:27:00,31
2019-05-24 13:28:00,9
2019-05-24 13:34:00,13
2019-05-24 13:35:00,33
2019-05-24 13:36:00,32
2019-05-24 13:37:00,25
2019-05-24 13:42:00,21
2019-05-24 13:43:00,31
2019-05-24 13:44:00,31
2019-05-24 13:45:00,18
2019-05-24 13:50:00,19
2019-05-24 13:51:00,27
2019-05-24 13:52:00,31
2019-05-24 13:53:00,26
2019-05-24 15:06:00,31
2019-05-24 15:07:00,32
2019-05-24 15:08:00,31
2019-05-24 15:09:00,8
2019-05-24 15:17:00,32
2019-05-24 15:18:00,33
2019-05-24 15:19:00,32
2019-05-24 15:20:00,8
2019-05-24 15:51:00,19
2019-05-24 15:52:00,88
2019-05-24 15:53:00,92
2019-05-24 15:54:00,91
2019-05-24 15:55:00,22
2019-05-24 15:58:00,1
2019-05-24 16:00:00,1
2019-05-24 16:01:00,1
2019-05-24 16:02:00,2
2019-05-24 16:03:00,1
2019-05-24 16:04:00,1
2019-05-24 16:08:00,1
2019-05-24 16:29:00,3
2019-05-24 17:16:00,3
2019-05-24 17:17:00,1
2019-05-24 17:18:00,5
2019-05-24 17:35:00,20
2019-05-24 17:36:00,32
2019-05-24 17:37:00,27
2019-05-24 17:38:00,40
2019-05-24 17:39:00,99
2019-05-24 17:40:00,99
2019-05-24 17:41:00,75
2019-05-24 17:42:00,14
2019-05-24 17:59:00,4
2019-05-24 18:00:00,40
2019-05-24 18:01:00,41
2019-05-24 18:02:00,16
2019-05-24 18:03:00,16
2019-05-24 18:04:00,33
2019-05-24 18:05:00,21
2019-05-24 18:06:00,22
2019-05-24 18:30:00,22
2019-05-24 18:31:00,32
2019-05-24 18:32:00,32
2019-05-24 18:33:00,20
2019-05-24 18:40:00,7
2019-05-24 18:41:00,34
2019-05-24 18:42:00,32
2019-05-24 18:43:00,32
2019-05-24 18:44:00,4
2019-05-24 18:45:00,1
2019-05-24 18:47:00,62
2019-05-24 18:48:00,91
2019-05-24 18:49:00,90
2019-05-24 18:50:00,88
2019-05-24 18:51:00,33
2019-05-24 18:52:00,32
2019-05-24 18:53:00,16
2019-05-24 18:54:00,2
2019-05-24 18:56:00,1
2019-05-24 18:58:00,63
2019-05-24 18:59:00,90
2019-05-24 19:00:00,89
2019-05-24 19:01:00,70
2019-05-24 19:02:00,4
