38,select * from stellarMassPassivePort where specObjId=#
2019-05-24 00:03:00,1
2019-05-24 00:11:00,1
2019-05-24 00:50:00,1
2019-05-24 02:10:00,1
2019-05-24 02:34:00,1
2019-05-24 04:04:00,1
2019-05-24 04:30:00,1
2019-05-24 04:40:00,1
2019-05-24 04:41:00,1
2019-05-24 04:48:00,1
2019-05-24 07:12:00,1
2019-05-24 07:22:00,1
2019-05-24 07:40:00,1
2019-05-24 08:33:00,1
2019-05-24 08:57:00,1
2019-05-24 09:00:00,1
2019-05-24 09:09:00,1
2019-05-24 09:25:00,1
2019-05-24 09:48:00,1
2019-05-24 10:33:00,1
2019-05-24 11:12:00,1
2019-05-24 11:35:00,1
2019-05-24 11:42:00,1
2019-05-24 11:46:00,1
2019-05-24 12:02:00,1
2019-05-24 12:04:00,1
2019-05-24 12:11:00,1
2019-05-24 12:55:00,1
2019-05-24 13:38:00,2
2019-05-24 13:54:00,1
2019-05-24 14:11:00,1
2019-05-24 14:18:00,1
2019-05-24 15:55:00,1
2019-05-24 16:23:00,1
2019-05-24 16:39:00,1
2019-05-24 19:34:00,1
2019-05-24 23:10:00,1
