43,select * from stellarMassPCAWiscBC0# where specObjId=#
2019-05-24 00:08:00,1
2019-05-24 00:39:00,1
2019-05-24 00:44:00,1
2019-05-24 00:47:00,1
2019-05-24 01:01:00,1
2019-05-24 01:08:00,1
2019-05-24 01:50:00,1
2019-05-24 02:11:00,2
2019-05-24 03:08:00,1
2019-05-24 03:19:00,1
2019-05-24 03:58:00,1
2019-05-24 04:14:00,1
2019-05-24 04:53:00,1
2019-05-24 05:49:00,1
2019-05-24 06:00:00,1
2019-05-24 06:11:00,1
2019-05-24 07:06:00,1
2019-05-24 07:27:00,1
2019-05-24 07:48:00,1
2019-05-24 08:01:00,1
2019-05-24 08:24:00,2
2019-05-24 08:25:00,1
2019-05-24 08:42:00,1
2019-05-24 08:53:00,1
2019-05-24 09:04:00,1
2019-05-24 10:02:00,1
2019-05-24 10:33:00,1
2019-05-24 10:34:00,1
2019-05-24 10:54:00,1
2019-05-24 11:40:00,1
2019-05-24 12:08:00,1
2019-05-24 12:14:00,1
2019-05-24 12:29:00,1
2019-05-24 14:05:00,1
2019-05-24 15:23:00,1
2019-05-24 15:43:00,1
2019-05-24 16:14:00,1
2019-05-24 16:25:00,1
2019-05-24 19:35:00,1
2019-05-24 21:58:00,1
2019-05-24 23:45:00,1
