49,"select p.run, p.camcol, p.field from STAR as p inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-05-24 02:41:00,1
2019-05-24 02:42:00,7
2019-05-24 02:43:00,3
2019-05-24 02:46:00,2
2019-05-24 02:49:00,2
2019-05-24 02:52:00,2
2019-05-24 03:10:00,3
2019-05-24 03:11:00,1
2019-05-24 03:12:00,2
2019-05-24 03:14:00,3
2019-05-24 03:16:00,1
2019-05-24 03:17:00,4
2019-05-24 03:38:00,3
2019-05-24 03:41:00,3
2019-05-24 03:43:00,2
2019-05-24 03:44:00,3
2019-05-24 03:49:00,1
2019-05-24 03:50:00,2
2019-05-24 03:55:00,2
2019-05-24 03:59:00,1
2019-05-24 04:00:00,1
