4962,"SELECT fieldID ,field, run, camcol,raMin,raMax,decMin,decMax FROM Field Where raMin<# and raMax># and decMin<# and decMax>#"
2019-05-24 02:56:00,10
2019-05-24 02:57:00,8
2019-05-24 02:58:00,10
2019-05-24 02:59:00,10
2019-05-24 03:00:00,9
2019-05-24 03:01:00,8
2019-05-24 03:02:00,11
2019-05-24 03:03:00,8
2019-05-24 03:04:00,11
2019-05-24 03:05:00,10
2019-05-24 03:06:00,10
2019-05-24 03:07:00,11
2019-05-24 03:08:00,10
2019-05-24 03:09:00,9
2019-05-24 03:10:00,10
2019-05-24 03:11:00,8
2019-05-24 03:12:00,11
2019-05-24 03:13:00,9
2019-05-24 03:14:00,9
2019-05-24 03:15:00,10
2019-05-24 03:16:00,9
2019-05-24 03:17:00,9
2019-05-24 03:18:00,10
2019-05-24 03:19:00,10
2019-05-24 03:20:00,8
2019-05-24 03:21:00,9
2019-05-24 03:22:00,10
2019-05-24 03:23:00,8
2019-05-24 03:24:00,10
2019-05-24 03:25:00,8
2019-05-24 03:26:00,8
2019-05-24 03:27:00,8
2019-05-24 03:28:00,10
2019-05-24 03:29:00,10
2019-05-24 03:30:00,10
2019-05-24 03:31:00,9
2019-05-24 03:32:00,10
2019-05-24 03:33:00,9
2019-05-24 03:34:00,8
2019-05-24 03:35:00,9
2019-05-24 03:36:00,10
2019-05-24 03:37:00,8
2019-05-24 03:38:00,9
2019-05-24 03:39:00,9
2019-05-24 03:40:00,9
2019-05-24 03:41:00,10
2019-05-24 03:42:00,9
2019-05-24 03:43:00,9
2019-05-24 03:44:00,10
2019-05-24 03:45:00,9
2019-05-24 03:46:00,9
2019-05-24 03:47:00,10
2019-05-24 03:48:00,9
2019-05-24 03:49:00,10
2019-05-24 03:50:00,8
2019-05-24 03:51:00,9
2019-05-24 03:52:00,9
2019-05-24 03:53:00,10
2019-05-24 03:54:00,9
2019-05-24 03:55:00,8
2019-05-24 03:56:00,10
2019-05-24 03:57:00,11
2019-05-24 03:58:00,9
2019-05-24 03:59:00,8
2019-05-24 04:00:00,9
2019-05-24 04:01:00,5
2019-05-24 04:02:00,6
2019-05-24 04:03:00,5
2019-05-24 04:04:00,7
2019-05-24 04:05:00,4
2019-05-24 04:06:00,6
2019-05-24 04:07:00,5
2019-05-24 04:08:00,5
2019-05-24 04:09:00,4
2019-05-24 04:10:00,4
2019-05-24 04:11:00,4
2019-05-24 04:12:00,3
2019-05-24 04:13:00,3
2019-05-24 04:14:00,4
2019-05-24 04:15:00,4
2019-05-24 04:16:00,4
2019-05-24 04:17:00,4
2019-05-24 04:18:00,5
2019-05-24 04:19:00,4
2019-05-24 04:20:00,4
2019-05-24 04:21:00,3
2019-05-24 04:22:00,4
2019-05-24 04:23:00,4
2019-05-24 04:24:00,3
2019-05-24 04:25:00,4
2019-05-24 04:26:00,5
2019-05-24 04:27:00,5
2019-05-24 04:28:00,5
2019-05-24 04:29:00,4
2019-05-24 04:30:00,4
2019-05-24 04:31:00,5
2019-05-24 04:32:00,4
2019-05-24 04:33:00,4
2019-05-24 04:34:00,9
2019-05-24 04:35:00,8
2019-05-24 04:36:00,8
2019-05-24 04:37:00,10
2019-05-24 04:38:00,10
2019-05-24 04:39:00,8
2019-05-24 04:40:00,8
2019-05-24 04:41:00,8
2019-05-24 04:42:00,8
2019-05-24 04:43:00,10
2019-05-24 04:44:00,8
2019-05-24 04:45:00,4
2019-05-24 04:46:00,6
2019-05-24 04:47:00,7
2019-05-24 04:48:00,6
2019-05-24 04:49:00,8
2019-05-24 04:50:00,10
2019-05-24 04:51:00,9
2019-05-24 04:52:00,9
2019-05-24 04:53:00,8
2019-05-24 04:54:00,8
2019-05-24 04:55:00,9
2019-05-24 04:56:00,11
2019-05-24 04:57:00,9
2019-05-24 04:58:00,9
2019-05-24 04:59:00,9
2019-05-24 05:00:00,9
2019-05-24 05:01:00,9
2019-05-24 05:02:00,8
2019-05-24 05:03:00,8
2019-05-24 05:04:00,8
2019-05-24 05:05:00,9
2019-05-24 05:06:00,11
2019-05-24 05:07:00,8
2019-05-24 05:08:00,9
2019-05-24 05:09:00,7
2019-05-24 05:10:00,9
2019-05-24 05:11:00,9
2019-05-24 05:12:00,9
2019-05-24 05:13:00,8
2019-05-24 05:14:00,9
2019-05-24 05:15:00,8
2019-05-24 05:16:00,9
2019-05-24 05:17:00,9
2019-05-24 05:18:00,10
2019-05-24 05:19:00,9
2019-05-24 05:20:00,10
2019-05-24 05:21:00,8
2019-05-24 05:22:00,10
2019-05-24 05:23:00,9
2019-05-24 05:24:00,6
2019-05-24 05:25:00,7
2019-05-24 05:26:00,8
2019-05-24 05:27:00,8
2019-05-24 05:28:00,8
2019-05-24 05:29:00,8
2019-05-24 05:30:00,9
2019-05-24 05:31:00,8
2019-05-24 05:32:00,9
2019-05-24 05:33:00,9
2019-05-24 05:34:00,9
2019-05-24 05:35:00,10
2019-05-24 05:36:00,8
2019-05-24 05:37:00,10
2019-05-24 05:38:00,9
2019-05-24 05:39:00,8
2019-05-24 05:40:00,9
2019-05-24 05:41:00,8
2019-05-24 05:42:00,6
2019-05-24 05:43:00,5
2019-05-24 05:44:00,10
2019-05-24 05:45:00,6
2019-05-24 05:46:00,8
2019-05-24 05:47:00,5
2019-05-24 05:48:00,11
2019-05-24 05:49:00,8
2019-05-24 05:50:00,7
2019-05-24 05:51:00,8
2019-05-24 05:52:00,10
2019-05-24 05:53:00,9
2019-05-24 05:54:00,9
2019-05-24 05:55:00,8
2019-05-24 05:56:00,10
2019-05-24 05:57:00,7
2019-05-24 05:58:00,9
2019-05-24 05:59:00,10
2019-05-24 06:00:00,10
2019-05-24 06:01:00,9
2019-05-24 06:02:00,11
2019-05-24 06:03:00,11
2019-05-24 06:04:00,9
2019-05-24 06:05:00,9
2019-05-24 06:06:00,11
2019-05-24 06:07:00,7
2019-05-24 06:08:00,9
2019-05-24 06:09:00,9
2019-05-24 06:10:00,9
2019-05-24 06:11:00,10
2019-05-24 06:12:00,8
2019-05-24 06:13:00,10
2019-05-24 06:14:00,7
2019-05-24 06:15:00,9
2019-05-24 06:16:00,8
2019-05-24 06:17:00,8
2019-05-24 06:18:00,8
2019-05-24 06:19:00,9
2019-05-24 06:20:00,9
2019-05-24 06:21:00,8
2019-05-24 06:22:00,12
2019-05-24 06:23:00,8
2019-05-24 06:24:00,10
2019-05-24 06:25:00,8
2019-05-24 06:26:00,5
2019-05-24 06:27:00,2
2019-05-24 06:28:00,10
2019-05-24 06:29:00,9
2019-05-24 06:30:00,8
2019-05-24 06:31:00,9
2019-05-24 06:32:00,10
2019-05-24 06:33:00,2
2019-05-24 17:53:00,1
2019-05-24 17:54:00,1
2019-05-24 17:55:00,2
2019-05-24 17:56:00,3
2019-05-24 17:58:00,2
2019-05-24 17:59:00,1
2019-05-24 18:01:00,1
2019-05-24 18:03:00,1
2019-05-24 18:09:00,1
2019-05-24 18:11:00,1
2019-05-24 18:12:00,1
2019-05-24 18:14:00,1
2019-05-24 18:16:00,1
2019-05-24 18:17:00,2
2019-05-24 18:18:00,1
2019-05-24 18:19:00,2
2019-05-24 18:20:00,2
2019-05-24 18:21:00,2
2019-05-24 18:22:00,2
2019-05-24 18:23:00,2
2019-05-24 18:24:00,2
2019-05-24 18:25:00,3
2019-05-24 18:26:00,2
2019-05-24 18:27:00,2
2019-05-24 18:28:00,2
2019-05-24 18:29:00,2
2019-05-24 18:30:00,2
2019-05-24 18:31:00,3
2019-05-24 18:32:00,3
2019-05-24 18:33:00,4
2019-05-24 18:34:00,4
2019-05-24 18:35:00,4
2019-05-24 18:36:00,4
2019-05-24 18:37:00,2
2019-05-24 18:38:00,4
2019-05-24 18:39:00,1
2019-05-24 18:40:00,2
2019-05-24 18:41:00,5
2019-05-24 18:42:00,4
2019-05-24 18:43:00,3
2019-05-24 18:44:00,6
2019-05-24 18:45:00,4
2019-05-24 18:46:00,5
2019-05-24 18:47:00,5
2019-05-24 18:48:00,5
2019-05-24 18:49:00,5
2019-05-24 18:50:00,4
2019-05-24 18:51:00,5
2019-05-24 18:52:00,5
2019-05-24 18:53:00,5
2019-05-24 18:54:00,5
2019-05-24 18:55:00,5
2019-05-24 18:56:00,4
2019-05-24 18:57:00,6
2019-05-24 18:58:00,4
2019-05-24 18:59:00,6
2019-05-24 19:00:00,5
2019-05-24 19:01:00,1
2019-05-24 19:02:00,1
2019-05-24 19:03:00,5
2019-05-24 19:04:00,7
2019-05-24 19:05:00,6
2019-05-24 19:06:00,12
2019-05-24 19:07:00,10
2019-05-24 19:08:00,8
2019-05-24 19:09:00,8
2019-05-24 19:10:00,5
2019-05-24 19:11:00,4
2019-05-24 19:12:00,4
2019-05-24 19:13:00,2
2019-05-24 19:14:00,3
2019-05-24 19:15:00,5
2019-05-24 19:16:00,4
2019-05-24 19:17:00,5
2019-05-24 19:18:00,5
2019-05-24 19:19:00,5
2019-05-24 19:20:00,5
2019-05-24 19:21:00,5
2019-05-24 19:22:00,5
2019-05-24 19:23:00,3
2019-05-24 19:24:00,3
2019-05-24 19:25:00,3
2019-05-24 19:26:00,6
2019-05-24 19:27:00,4
2019-05-24 19:28:00,4
2019-05-24 19:29:00,5
2019-05-24 19:30:00,5
2019-05-24 19:31:00,4
2019-05-24 19:32:00,3
2019-05-24 19:33:00,6
2019-05-24 19:34:00,4
2019-05-24 19:35:00,6
2019-05-24 19:36:00,3
2019-05-24 19:37:00,5
2019-05-24 19:38:00,5
2019-05-24 19:39:00,4
2019-05-24 19:40:00,4
2019-05-24 19:41:00,5
2019-05-24 19:42:00,2
2019-05-24 19:43:00,5
2019-05-24 19:44:00,5
2019-05-24 19:45:00,2
2019-05-24 19:46:00,4
2019-05-24 19:47:00,3
2019-05-24 19:48:00,2
2019-05-24 19:49:00,4
2019-05-24 19:50:00,4
2019-05-24 19:51:00,2
2019-05-24 19:52:00,2
2019-05-24 19:53:00,6
2019-05-24 19:54:00,2
2019-05-24 19:55:00,4
2019-05-24 19:56:00,5
2019-05-24 19:57:00,4
2019-05-24 19:58:00,4
2019-05-24 19:59:00,4
2019-05-24 20:00:00,5
2019-05-24 20:01:00,4
2019-05-24 20:02:00,4
2019-05-24 20:03:00,4
2019-05-24 20:04:00,5
2019-05-24 20:05:00,4
2019-05-24 20:06:00,2
2019-05-24 20:08:00,4
2019-05-24 20:09:00,4
2019-05-24 20:10:00,4
2019-05-24 20:11:00,4
2019-05-24 20:12:00,4
2019-05-24 20:13:00,6
2019-05-24 20:14:00,5
2019-05-24 20:15:00,4
2019-05-24 20:16:00,4
2019-05-24 20:17:00,4
2019-05-24 20:18:00,4
2019-05-24 20:19:00,4
2019-05-24 20:20:00,6
2019-05-24 20:21:00,4
2019-05-24 20:22:00,5
2019-05-24 20:23:00,3
2019-05-24 20:24:00,2
2019-05-24 20:25:00,3
2019-05-24 20:26:00,2
2019-05-24 20:27:00,2
2019-05-24 20:28:00,3
2019-05-24 20:29:00,2
2019-05-24 20:30:00,1
2019-05-24 20:31:00,2
2019-05-24 20:32:00,2
2019-05-24 20:33:00,3
2019-05-24 20:34:00,3
2019-05-24 20:35:00,2
2019-05-24 20:36:00,2
2019-05-24 20:37:00,2
2019-05-24 20:38:00,2
2019-05-24 20:39:00,3
2019-05-24 20:40:00,2
2019-05-24 20:41:00,3
2019-05-24 20:42:00,3
2019-05-24 20:43:00,2
2019-05-24 20:44:00,2
2019-05-24 20:45:00,2
2019-05-24 20:46:00,3
2019-05-24 20:47:00,2
2019-05-24 20:48:00,2
2019-05-24 20:49:00,3
2019-05-24 20:50:00,2
2019-05-24 20:51:00,2
2019-05-24 20:52:00,3
2019-05-24 20:53:00,2
2019-05-24 20:54:00,3
2019-05-24 20:55:00,3
2019-05-24 20:56:00,4
2019-05-24 20:57:00,4
2019-05-24 20:58:00,6
2019-05-24 20:59:00,5
2019-05-24 21:00:00,5
2019-05-24 21:01:00,4
2019-05-24 21:02:00,5
2019-05-24 21:03:00,5
2019-05-24 21:04:00,4
2019-05-24 21:05:00,6
2019-05-24 21:06:00,5
2019-05-24 21:07:00,5
2019-05-24 21:08:00,6
2019-05-24 21:09:00,4
2019-05-24 21:10:00,4
2019-05-24 21:11:00,6
2019-05-24 21:12:00,5
2019-05-24 21:13:00,5
2019-05-24 21:14:00,6
2019-05-24 21:15:00,4
2019-05-24 21:16:00,4
2019-05-24 21:17:00,6
2019-05-24 21:18:00,4
2019-05-24 21:19:00,6
2019-05-24 21:20:00,4
2019-05-24 21:21:00,4
2019-05-24 21:22:00,5
2019-05-24 21:23:00,5
2019-05-24 21:24:00,5
2019-05-24 21:25:00,5
2019-05-24 21:26:00,5
2019-05-24 21:27:00,4
2019-05-24 21:28:00,6
2019-05-24 21:29:00,4
2019-05-24 21:30:00,5
2019-05-24 21:31:00,7
2019-05-24 21:32:00,4
2019-05-24 21:33:00,6
2019-05-24 21:34:00,4
2019-05-24 21:35:00,6
2019-05-24 21:36:00,5
2019-05-24 21:37:00,6
2019-05-24 21:38:00,4
2019-05-24 21:39:00,4
2019-05-24 21:40:00,7
2019-05-24 21:41:00,4
2019-05-24 21:42:00,6
2019-05-24 21:43:00,5
2019-05-24 21:44:00,5
2019-05-24 21:45:00,4
2019-05-24 21:46:00,6
2019-05-24 21:47:00,4
2019-05-24 21:48:00,5
2019-05-24 21:49:00,5
2019-05-24 21:50:00,5
2019-05-24 21:51:00,5
2019-05-24 21:52:00,5
2019-05-24 21:53:00,5
2019-05-24 21:54:00,4
2019-05-24 21:55:00,6
2019-05-24 21:56:00,4
2019-05-24 21:57:00,6
2019-05-24 21:58:00,6
2019-05-24 21:59:00,5
2019-05-24 22:00:00,5
2019-05-24 22:01:00,6
2019-05-24 22:02:00,4
2019-05-24 22:03:00,6
2019-05-24 22:04:00,5
2019-05-24 22:05:00,5
2019-05-24 22:06:00,6
2019-05-24 22:07:00,4
2019-05-24 22:08:00,6
2019-05-24 22:09:00,4
2019-05-24 22:10:00,5
2019-05-24 22:11:00,5
2019-05-24 22:12:00,4
2019-05-24 22:13:00,6
2019-05-24 22:14:00,4
2019-05-24 22:15:00,4
2019-05-24 22:16:00,6
2019-05-24 22:17:00,4
2019-05-24 22:18:00,6
2019-05-24 22:19:00,5
2019-05-24 22:20:00,5
2019-05-24 22:21:00,4
2019-05-24 22:22:00,6
2019-05-24 22:23:00,5
2019-05-24 22:24:00,5
2019-05-24 22:25:00,6
2019-05-24 22:26:00,6
2019-05-24 22:27:00,5
2019-05-24 22:28:00,5
2019-05-24 22:29:00,5
2019-05-24 22:30:00,5
2019-05-24 22:31:00,5
2019-05-24 22:32:00,7
2019-05-24 22:33:00,5
2019-05-24 22:34:00,4
2019-05-24 22:35:00,6
2019-05-24 22:36:00,5
2019-05-24 22:37:00,5
2019-05-24 22:38:00,5
2019-05-24 22:39:00,5
2019-05-24 22:40:00,6
2019-05-24 22:41:00,5
2019-05-24 22:42:00,4
2019-05-24 22:43:00,6
2019-05-24 22:44:00,5
2019-05-24 22:45:00,5
2019-05-24 22:46:00,5
2019-05-24 22:47:00,5
2019-05-24 22:48:00,5
2019-05-24 22:49:00,6
2019-05-24 22:50:00,5
2019-05-24 22:51:00,5
2019-05-24 22:52:00,5
2019-05-24 22:53:00,5
2019-05-24 22:54:00,5
2019-05-24 22:55:00,5
2019-05-24 22:56:00,6
2019-05-24 22:57:00,5
2019-05-24 22:58:00,5
2019-05-24 22:59:00,5
2019-05-24 23:00:00,5
2019-05-24 23:01:00,5
2019-05-24 23:02:00,5
2019-05-24 23:03:00,6
2019-05-24 23:04:00,5
2019-05-24 23:05:00,5
2019-05-24 23:06:00,5
2019-05-24 23:07:00,5
2019-05-24 23:08:00,5
2019-05-24 23:09:00,6
2019-05-24 23:10:00,4
2019-05-24 23:11:00,6
2019-05-24 23:12:00,4
2019-05-24 23:13:00,5
2019-05-24 23:14:00,6
2019-05-24 23:15:00,5
2019-05-24 23:16:00,6
2019-05-24 23:17:00,6
2019-05-24 23:18:00,5
2019-05-24 23:19:00,5
2019-05-24 23:20:00,5
2019-05-24 23:21:00,5
2019-05-24 23:22:00,5
2019-05-24 23:23:00,6
2019-05-24 23:24:00,5
2019-05-24 23:25:00,7
2019-05-24 23:26:00,5
2019-05-24 23:27:00,5
2019-05-24 23:28:00,5
2019-05-24 23:29:00,5
2019-05-24 23:30:00,5
2019-05-24 23:31:00,5
2019-05-24 23:32:00,5
2019-05-24 23:33:00,5
2019-05-24 23:34:00,6
2019-05-24 23:35:00,6
2019-05-24 23:36:00,4
2019-05-24 23:37:00,8
2019-05-24 23:38:00,4
2019-05-24 23:39:00,6
2019-05-24 23:40:00,4
2019-05-24 23:41:00,6
2019-05-24 23:42:00,4
2019-05-24 23:43:00,6
2019-05-24 23:44:00,4
2019-05-24 23:45:00,6
2019-05-24 23:46:00,4
2019-05-24 23:47:00,5
2019-05-24 23:48:00,5
2019-05-24 23:49:00,6
2019-05-24 23:50:00,4
2019-05-24 23:51:00,4
2019-05-24 23:52:00,6
2019-05-24 23:53:00,4
2019-05-24 23:54:00,6
2019-05-24 23:55:00,4
2019-05-24 23:56:00,7
2019-05-24 23:57:00,5
2019-05-24 23:58:00,4
2019-05-24 23:59:00,4
