7,"SELECT TOP #  cast(str(p.ra,#,#) as float) as ra,cast(str(p.[dec],#,#) as float) as dec,p.dered_g,p.dered_i,p.dered_r,p.dered_u,p.dered_z  FROM ..PhotoObj AS p  JOIN dbo.fGetNearbyObjEq(#,#,#) AS b ON b.objID = P.objID  WHERE ( p.type = #)"
2019-05-24 14:27:00,1
2019-05-24 14:45:00,1
2019-05-24 14:55:00,2
2019-05-24 15:28:00,1
2019-05-24 15:32:00,1
2019-05-24 15:43:00,1
