20,"SELECT TOP # fld.run, fld.avg_sky_muJy, fld.runarea AS area, ISNULL(fp.nfirstmatch,#)  FROM (   SELECT run, sum(primaryArea) AS runarea,  #e6*avg(power(cast(#. as float),#*sky_r)) as avg_sky_muJy  FROM Field  GROUP BY run  ) AS fld  LEFT OUTER JOIN (   SELECT p.run, count(*) AS nfirstmatch  FROM FIRST AS fm  INNER JOIN photoprimary as p  ON p.objid=fm.objid  GROUP BY p.run  ) AS fp  ON fld.run=fp.run  ORDER BY fld.run"
2019-05-24 02:13:00,1
2019-05-24 08:56:00,1
2019-05-24 13:30:00,1
2019-05-24 17:33:00,1
2019-05-24 19:13:00,1
2019-05-24 19:15:00,1
2019-05-24 19:18:00,1
2019-05-24 19:23:00,1
2019-05-24 19:32:00,1
2019-05-24 19:50:00,1
2019-05-24 20:06:00,1
2019-05-24 20:09:00,1
2019-05-24 20:14:00,1
2019-05-24 20:23:00,1
2019-05-24 20:29:00,1
2019-05-24 20:31:00,1
2019-05-24 20:34:00,1
2019-05-24 20:39:00,1
2019-05-24 20:40:00,1
2019-05-24 20:48:00,1
