41,select * from stellarMassFSPSGranWideNoDust where specObjId=#
2019-05-24 00:06:00,1
2019-05-24 00:56:00,2
2019-05-24 01:10:00,1
2019-05-24 01:48:00,1
2019-05-24 02:21:00,1
2019-05-24 02:27:00,1
2019-05-24 02:54:00,1
2019-05-24 03:50:00,1
2019-05-24 04:07:00,1
2019-05-24 04:21:00,1
2019-05-24 04:29:00,1
2019-05-24 04:48:00,1
2019-05-24 05:23:00,1
2019-05-24 05:25:00,1
2019-05-24 06:11:00,1
2019-05-24 06:21:00,1
2019-05-24 07:31:00,1
2019-05-24 07:54:00,1
2019-05-24 08:19:00,1
2019-05-24 08:30:00,1
2019-05-24 09:11:00,1
2019-05-24 10:04:00,1
2019-05-24 10:24:00,1
2019-05-24 10:26:00,1
2019-05-24 11:14:00,1
2019-05-24 11:31:00,1
2019-05-24 11:45:00,1
2019-05-24 12:14:00,1
2019-05-24 12:23:00,1
2019-05-24 12:27:00,1
2019-05-24 12:49:00,1
2019-05-24 12:57:00,1
2019-05-24 13:07:00,1
2019-05-24 13:20:00,1
2019-05-24 14:00:00,1
2019-05-24 14:36:00,1
2019-05-24 14:43:00,1
2019-05-24 15:38:00,1
2019-05-24 16:17:00,1
2019-05-24 23:59:00,1
