23,"select p.ObjID, p.ra, p.dec, p.u, p.Err_u, p.g, p.Err_g, p.r, p.Err_r, p.i,p.Err_i, p.z, p.Err_z from photoObj p, dbo.fGetNearbyObjEq(#,#,#) n where p.objID = n.objID AND p.type = #"
2019-05-24 00:10:00,1
2019-05-24 00:15:00,1
2019-05-24 00:20:00,1
2019-05-24 04:43:00,1
2019-05-24 04:44:00,1
2019-05-24 04:51:00,1
2019-05-24 04:52:00,1
2019-05-24 04:53:00,1
2019-05-24 04:55:00,1
2019-05-24 05:02:00,2
2019-05-24 05:04:00,1
2019-05-24 05:05:00,1
2019-05-24 05:12:00,1
2019-05-24 06:14:00,1
2019-05-24 06:16:00,1
2019-05-24 06:18:00,1
2019-05-24 06:37:00,1
2019-05-24 06:41:00,1
2019-05-24 06:45:00,1
2019-05-24 08:08:00,1
2019-05-24 08:15:00,1
2019-05-24 08:17:00,1
