9,"select p.objid as name, p.ra, p.dec from photoObj p join dbo.fgetnearbyobjeq(#,#,#) n on p.objid=n.objid join specObj s on p.objid=s.bestobjid and s.Class=&&& and s.z >= # and s.z < #"
2019-05-24 15:35:00,1
2019-05-24 15:41:00,2
2019-05-24 15:42:00,3
2019-05-24 17:15:00,1
2019-05-24 17:24:00,1
2019-05-24 17:34:00,1
