5,"SELECT P.run, P.rerun, P.field, P.camcol, P.ramin, P.ramax, P.decmin, P.decmax into mydb.MyTable_# from field as P WHERE (P.camcol = # and P.run = # and P.decmin > # and P.decmin < # and P.decmax > # and P.decmax < #)   or (P.camcol = # and P.run = # and P.decmin > # and P.decmin < # and P.decmax > # and P.decmax < #)   or (P.camcol = # and P.run = # and P.decmin > # and P.decmin < # and P.decmax > # and P.decmax < #)   or (P.camcol = # and P.run = # and P.decmin > # and P.decmin < # and P.decmax > # and P.decmax < #)   or (P.camcol = # and P.run = # and P.decmin > # and P.decmin < # and P.decmax > # and P.decmax < #)   or (P.camcol = # and P.run = # and P.decmin > # and P.decmin < # and P.decmax > # and P.decmax < #)   or (P.camcol = # and P.run = # and P.decmin > # and P.decmin < # and P.decmax > # and P.decmax < #)   or (P.camcol = # and P.run = # and P.decmin > # and P.decmin < # and P.decmax > # and P.decmax < #)   or (P.camcol = # and P.run = # and P.decmin > # and P.decmin < # and P.decmax > # and P.decmax < #)   or (P.camcol = # and P.run = # and P.decmin > # and P.decmin < # and P.decmax > # and P.decmax < #)   or (P.camcol = # and P.run = # and P.decmin > # and P.decmin < # and P.decmax > # and P.decmax < #)   or (P.camcol = # and P.run = # and P.decmin > # and P.decmin < # and P.decmax > # and P.decmax < #)   or (P.camcol = # and P.run = # and P.decmin > # and P.decmin < # and P.decmax > # and P.decmax < #)   or (P.camcol = # and P.run = # and P.decmin > # and P.decmin < # and P.decmax > # and P.decmax < #)   or (P.camcol = # and P.run = # and P.decmin > # and P.decmin < # and P.decmax > # and P.decmax < #)   or (P.camcol = # and P.run = # and P.decmin > # and P.decmin < # and P.decmax > # and P.decmax < #)   or (P.camcol = # and P.run = # and P.decmin > # and P.decmin < # and P.decmax > # and P.decmax < #)   or (P.camcol = # and P.run = # and P.decmin > # and P.decmin < # and P.decmax > # and P.decmax < #)   or (P.camcol = # and P.run = # and P.decmin > # and P.decmin < # and P.decmax > # and P.decmax < #)   or (P.camcol = # and P.run = # and P.decmin > # and P.decmin < # and P.decmax > # and P.decmax < #)   or (P.camcol = # and P.run = # and P.decmin > # and P.decmin < # and P.decmax > # and P.decmax < #)   or (P.camcol = # and P.run = # and P.decmin > # and P.decmin < # and P.decmax > # and P.decmax < #)   or (P.camcol = # and P.run = # and P.decmin > # and P.decmin < # and P.decmax > # and P.decmax < #)   or (P.camcol = # and P.run = # and P.decmin > # and P.decmin < # and P.decmax > # and P.decmax < #)   or (P.camcol = # and P.run = # and P.decmin > # and P.decmin < # and P.decmax > # and P.decmax < #)   or (P.camcol = # and P.run = # and P.decmin > # and P.decmin < # and P.decmax > # and P.decmax < #)   or (P.camcol = # and P.run = # and P.decmin > # and P.decmin < # and P.decmax > # and P.decmax < #)   or (P.camcol = # and P.run = # and P.decmin > # and P.decmin < # and P.decmax > # and P.decmax < #)   or (P.camcol = # and P.run = # and P.decmin > # and P.decmin < # and P.decmax > # and P.decmax < #)   or (P.camcol = # and P.run = # and P.decmin > # and P.decmin < # and P.decmax > # and P.decmax < #)   or (P.camcol = # and P.run = # and P.decmin > # and P.decmin < # and P.decmax > # and P.decmax < #)   or (P.camcol = # and P.run = # and P.decmin > # and P.decmin < # and P.decmax > # and P.decmax < #)   or (P.camcol = # and P.run = # and P.decmin > # and P.decmin < # and P.decmax > # and P.decmax < #)   or (P.camcol = # and P.run = # and P.decmin > # and P.decmin < # and P.decmax"
2019-05-24 05:25:00,1
2019-05-24 05:32:00,1
2019-05-24 05:33:00,1
2019-05-24 05:34:00,2
