3,"SELECT TOP #
  p.objid,p.ra,p.dec,p.u,p.g,p.r,p.i,p.z,
  p.run, p.rerun, p.camcol, p.field,
  s.specobjid, s.class, s.z as redshift,
  s.plate, s.mjd, s.fiberid
 FROM PhotoObj AS p
  JOIN SpecObj AS s ON s.bestobjid = p.objid
 WHERE 
  s.plate between # and # and s.fiberid between # and #
  or s.plate between # and # and s.fiberid between # and #
  or s.plate between # and # and s.fiberid between # and #
  or s.plate between # and # and s.fiberid between # and #
  or s.plate between # and # and s.fiberid between # and #
  or s.plate between # and # and s.fiberid between # and #
  or s.plate between # and # and s.fiberid between # and #
  or s.plate between # and # and s.fiberid between # and #
  or s.plate between # and # and s.fiberid between # and #
  or s.plate between # and # and s.fiberid between # and #
  or s.plate between # and # and s.fiberid between # and #
  or s.plate between # and # and s.fiberid between # and #
  or s.plate between # and # and s.fiberid between # and #
  or s.plate between # and # and s.fiberid between # and #
  or s.plate between # and # and s.fiberid between # and #
  or s.plate between # and # and s.fiberid between # and #
  or s.plate between # and # and s.fiberid between # and #
  or s.plate between # and # and s.fiberid between # and #
  or s.plate between # and # and s.fiberid between # and #
  or s.plate between # and # and s.fiberid between # and #
  or s.plate between # and # and s.fiberid between # and #
  or s.plate between # and # and s.fiberid between # and #
  or s.plate between # and # and s.fiberid between # and #
  or s.plate between # and # and s.fiberid between # and #
  or s.plate between # and # and s.fiberid between # and #
  or s.plate between # and # and s.fiberid between # and #
  or s.plate between # and # and s.fiberid between # and #
  or s.plate between # and # and s.fiberid between # and #
  or s.plate between # and # and s.fiberid between # and #
  or s.plate between # and # and s.fiberid between # and #
  or s.plate between # and # and s.fiberid between # and #
  or s.plate between # and # and s.fiberid between # and #
  or s.plate between # and # and s.fiberid between # and #
  or s.plate between # and # and s.fiberid between # and #
  or s.plate between # and # and s.fiberid between # and #
  or s.plate between # and # and s.fiberid between # and #
  or s.plate between # and # and s.fiberid between # and #
  or s.plate between # and # and s.fiberid between # and #
  or s.plate between # and # and s.fiberid between # and #
  or s.plate between # and # and s.fiberid between # and #
  or s.plate between # and # and s.fiberid between # and #
  or s.plate between # and # and s.fiberid between # and #
  or s.plate between # and # and s.fiberid between # and #
  or s.plate between # and # and s.fiberid between # and #
  or s.plate between # and # and s.fiberid between # and #
  or s.plate between # and # and s.fiberid between # and #"
2019-12-09 09:15:00,1
2019-12-09 09:17:00,1
2019-12-09 09:19:00,1
