20,SELECT * FROM Mag1#_#all
2019-12-09 07:12:00,2
2019-12-09 07:22:00,1
2019-12-09 07:45:00,1
2019-12-09 07:52:00,1
2019-12-09 07:54:00,2
2019-12-09 10:40:00,1
2019-12-09 10:46:00,1
2019-12-09 10:47:00,2
2019-12-09 10:53:00,2
2019-12-09 10:54:00,2
2019-12-09 10:55:00,3
2019-12-09 10:59:00,1
2019-12-09 11:00:00,1
