12,select count(*) from photoobj
2019-12-09 05:13:00,1
2019-12-09 05:14:00,1
2019-12-09 05:16:00,2
2019-12-09 05:17:00,1
2019-12-09 05:23:00,2
2019-12-09 05:28:00,1
2019-12-09 05:30:00,1
2019-12-09 14:56:00,1
2019-12-09 16:07:00,1
2019-12-09 16:13:00,1
