10,"SELECT TOP # spectroFlux_r, spectroFlux_u, spectroFlux_g, spectroFlux_i, spectroFlux_z, z FROM SpecObjAll WHERE class = qso"
2019-12-09 23:38:00,1
2019-12-09 23:42:00,3
2019-12-09 23:43:00,1
2019-12-09 23:45:00,1
2019-12-09 23:49:00,3
2019-12-09 23:52:00,1
