391,select * from SpecLine where specObjId=#
2019-12-09 00:00:00,1
2019-12-09 00:01:00,3
2019-12-09 00:02:00,1
2019-12-09 00:43:00,2
2019-12-09 00:44:00,2
2019-12-09 00:46:00,2
2019-12-09 00:47:00,2
2019-12-09 00:48:00,2
2019-12-09 00:51:00,2
2019-12-09 00:52:00,3
2019-12-09 00:54:00,1
2019-12-09 00:55:00,1
2019-12-09 00:57:00,1
2019-12-09 00:58:00,1
2019-12-09 00:59:00,1
2019-12-09 01:01:00,2
2019-12-09 01:02:00,1
2019-12-09 01:03:00,2
2019-12-09 01:04:00,2
2019-12-09 01:05:00,1
2019-12-09 01:09:00,1
2019-12-09 01:54:00,1
2019-12-09 01:55:00,1
2019-12-09 02:34:00,1
2019-12-09 02:46:00,1
2019-12-09 02:52:00,1
2019-12-09 03:02:00,1
2019-12-09 03:29:00,1
2019-12-09 03:51:00,1
2019-12-09 03:55:00,1
2019-12-09 04:02:00,1
2019-12-09 04:11:00,1
2019-12-09 04:15:00,1
2019-12-09 04:17:00,1
2019-12-09 04:23:00,2
2019-12-09 04:32:00,1
2019-12-09 04:39:00,1
2019-12-09 04:45:00,1
2019-12-09 04:46:00,1
2019-12-09 04:47:00,1
2019-12-09 04:48:00,1
2019-12-09 04:52:00,1
2019-12-09 05:02:00,1
2019-12-09 05:04:00,1
2019-12-09 05:05:00,1
2019-12-09 05:11:00,1
2019-12-09 05:22:00,3
2019-12-09 05:33:00,1
2019-12-09 05:59:00,1
2019-12-09 06:00:00,2
2019-12-09 06:02:00,2
2019-12-09 06:03:00,1
2019-12-09 06:05:00,1
2019-12-09 06:13:00,1
2019-12-09 06:24:00,1
2019-12-09 06:29:00,1
2019-12-09 06:34:00,1
2019-12-09 06:40:00,1
2019-12-09 06:50:00,2
2019-12-09 06:51:00,1
2019-12-09 06:52:00,2
2019-12-09 06:54:00,1
2019-12-09 06:55:00,1
2019-12-09 07:00:00,1
2019-12-09 07:06:00,4
2019-12-09 07:16:00,1
2019-12-09 07:28:00,1
2019-12-09 07:37:00,3
2019-12-09 07:42:00,1
2019-12-09 07:46:00,1
2019-12-09 07:52:00,1
2019-12-09 07:53:00,3
2019-12-09 07:54:00,2
2019-12-09 07:56:00,1
2019-12-09 07:57:00,2
2019-12-09 07:58:00,1
2019-12-09 07:59:00,1
2019-12-09 08:00:00,1
2019-12-09 08:07:00,1
2019-12-09 08:26:00,2
2019-12-09 08:48:00,2
2019-12-09 08:49:00,2
2019-12-09 08:52:00,2
2019-12-09 08:53:00,1
2019-12-09 08:55:00,1
2019-12-09 08:57:00,3
2019-12-09 08:58:00,3
2019-12-09 08:59:00,2
2019-12-09 09:00:00,2
2019-12-09 09:01:00,3
2019-12-09 09:02:00,1
2019-12-09 09:03:00,1
2019-12-09 09:04:00,2
2019-12-09 09:05:00,2
2019-12-09 09:07:00,1
2019-12-09 09:08:00,1
2019-12-09 09:23:00,1
2019-12-09 09:27:00,1
2019-12-09 09:45:00,1
2019-12-09 09:50:00,2
2019-12-09 09:51:00,1
2019-12-09 09:52:00,6
2019-12-09 09:53:00,1
2019-12-09 09:54:00,1
2019-12-09 09:56:00,1
2019-12-09 09:58:00,2
2019-12-09 09:59:00,3
2019-12-09 10:00:00,6
2019-12-09 10:01:00,2
2019-12-09 10:28:00,1
2019-12-09 10:50:00,1
2019-12-09 10:51:00,1
2019-12-09 11:09:00,1
2019-12-09 11:34:00,1
2019-12-09 11:39:00,1
2019-12-09 12:42:00,2
2019-12-09 12:43:00,1
2019-12-09 12:47:00,1
2019-12-09 12:49:00,1
2019-12-09 13:10:00,1
2019-12-09 13:40:00,1
2019-12-09 13:51:00,4
2019-12-09 14:09:00,1
2019-12-09 14:59:00,1
2019-12-09 15:07:00,2
2019-12-09 15:09:00,1
2019-12-09 15:10:00,2
2019-12-09 15:19:00,4
2019-12-09 15:43:00,1
2019-12-09 15:44:00,1
2019-12-09 15:48:00,1
2019-12-09 15:50:00,1
2019-12-09 15:51:00,2
2019-12-09 15:52:00,1
2019-12-09 15:53:00,1
2019-12-09 15:54:00,1
2019-12-09 16:20:00,1
2019-12-09 16:24:00,1
2019-12-09 16:46:00,1
2019-12-09 16:48:00,4
2019-12-09 16:50:00,3
2019-12-09 16:53:00,2
2019-12-09 16:55:00,1
2019-12-09 16:56:00,1
2019-12-09 17:42:00,1
2019-12-09 17:43:00,1
2019-12-09 17:45:00,2
2019-12-09 17:46:00,4
2019-12-09 17:47:00,2
2019-12-09 17:48:00,3
2019-12-09 17:49:00,3
2019-12-09 17:51:00,1
2019-12-09 18:03:00,1
2019-12-09 18:04:00,1
2019-12-09 18:07:00,1
2019-12-09 18:18:00,1
2019-12-09 18:51:00,3
2019-12-09 18:56:00,1
2019-12-09 18:58:00,1
2019-12-09 18:59:00,3
2019-12-09 19:00:00,4
2019-12-09 19:01:00,3
2019-12-09 19:02:00,4
2019-12-09 19:03:00,2
2019-12-09 19:26:00,3
2019-12-09 19:27:00,2
2019-12-09 19:28:00,1
2019-12-09 19:31:00,1
2019-12-09 19:40:00,1
2019-12-09 19:41:00,3
2019-12-09 19:42:00,1
2019-12-09 19:43:00,1
2019-12-09 19:45:00,1
2019-12-09 19:46:00,1
2019-12-09 19:47:00,1
2019-12-09 19:49:00,2
2019-12-09 19:54:00,1
2019-12-09 19:55:00,1
2019-12-09 20:15:00,6
2019-12-09 20:16:00,19
2019-12-09 20:17:00,19
2019-12-09 20:18:00,15
2019-12-09 20:43:00,1
2019-12-09 21:01:00,1
2019-12-09 21:43:00,1
2019-12-09 21:45:00,2
2019-12-09 21:47:00,1
2019-12-09 21:54:00,1
2019-12-09 22:20:00,1
2019-12-09 22:21:00,1
2019-12-09 22:38:00,1
2019-12-09 22:44:00,9
2019-12-09 22:45:00,12
2019-12-09 22:46:00,12
2019-12-09 22:47:00,9
