28,select * from PhotoObj where objId=#
2019-12-09 00:01:00,1
2019-12-09 00:43:00,1
2019-12-09 01:00:00,1
2019-12-09 01:01:00,1
2019-12-09 01:54:00,1
2019-12-09 04:56:00,1
2019-12-09 07:41:00,1
2019-12-09 07:51:00,1
2019-12-09 07:55:00,1
2019-12-09 08:48:00,1
2019-12-09 08:51:00,1
2019-12-09 08:52:00,1
2019-12-09 08:53:00,1
2019-12-09 08:54:00,1
2019-12-09 09:04:00,1
2019-12-09 09:50:00,2
2019-12-09 09:51:00,1
2019-12-09 17:48:00,2
2019-12-09 17:49:00,1
2019-12-09 17:51:00,1
2019-12-09 18:04:00,1
2019-12-09 18:56:00,2
2019-12-09 19:40:00,2
2019-12-09 22:01:00,1
