30,select * from galSpecInfo where specObjId=#
2019-12-09 00:47:00,1
2019-12-09 00:48:00,1
2019-12-09 00:59:00,1
2019-12-09 01:26:00,1
2019-12-09 01:30:00,1
2019-12-09 06:02:00,1
2019-12-09 06:52:00,1
2019-12-09 07:05:00,1
2019-12-09 08:53:00,1
2019-12-09 08:54:00,2
2019-12-09 08:57:00,1
2019-12-09 09:03:00,1
2019-12-09 09:53:00,1
2019-12-09 12:26:00,1
2019-12-09 12:41:00,1
2019-12-09 12:56:00,1
2019-12-09 13:40:00,1
2019-12-09 15:07:00,1
2019-12-09 15:44:00,1
2019-12-09 15:59:00,1
2019-12-09 16:03:00,1
2019-12-09 17:07:00,1
2019-12-09 17:46:00,1
2019-12-09 17:47:00,1
2019-12-09 17:48:00,1
2019-12-09 18:11:00,1
2019-12-09 19:02:00,1
2019-12-09 19:24:00,1
2019-12-09 21:08:00,1
