65,select * from galSpecIndx where specObjId=#
2019-12-09 00:09:00,1
2019-12-09 00:44:00,1
2019-12-09 00:46:00,1
2019-12-09 00:47:00,1
2019-12-09 00:56:00,1
2019-12-09 00:57:00,3
2019-12-09 00:58:00,1
2019-12-09 01:01:00,1
2019-12-09 01:03:00,1
2019-12-09 02:11:00,1
2019-12-09 03:14:00,1
2019-12-09 03:52:00,1
2019-12-09 04:45:00,1
2019-12-09 04:46:00,1
2019-12-09 04:47:00,1
2019-12-09 04:49:00,1
2019-12-09 05:05:00,1
2019-12-09 06:14:00,1
2019-12-09 06:53:00,1
2019-12-09 06:54:00,1
2019-12-09 06:56:00,1
2019-12-09 07:37:00,1
2019-12-09 08:00:00,1
2019-12-09 08:01:00,1
2019-12-09 08:03:00,1
2019-12-09 08:15:00,1
2019-12-09 08:17:00,2
2019-12-09 08:19:00,2
2019-12-09 08:50:00,1
2019-12-09 09:18:00,1
2019-12-09 09:27:00,1
2019-12-09 09:52:00,1
2019-12-09 09:57:00,2
2019-12-09 09:58:00,1
2019-12-09 10:00:00,1
2019-12-09 11:20:00,1
2019-12-09 11:29:00,1
2019-12-09 13:20:00,1
2019-12-09 13:51:00,1
2019-12-09 14:16:00,1
2019-12-09 15:10:00,1
2019-12-09 15:26:00,1
2019-12-09 15:48:00,1
2019-12-09 15:56:00,1
2019-12-09 16:16:00,1
2019-12-09 16:18:00,1
2019-12-09 16:50:00,1
2019-12-09 16:51:00,1
2019-12-09 16:56:00,1
2019-12-09 17:50:00,1
2019-12-09 18:55:00,1
2019-12-09 19:00:00,2
2019-12-09 19:01:00,1
2019-12-09 19:27:00,2
2019-12-09 19:31:00,1
2019-12-09 19:40:00,1
2019-12-09 21:07:00,1
2019-12-09 22:20:00,1
