14002,"SELECT TOP # p.objid,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID"
2019-12-09 00:00:00,20
2019-12-09 00:01:00,15
2019-12-09 00:02:00,11
2019-12-09 00:03:00,16
2019-12-09 00:04:00,1
2019-12-09 00:05:00,5
2019-12-09 00:06:00,22
2019-12-09 00:07:00,2
2019-12-09 00:08:00,2
2019-12-09 00:09:00,1
2019-12-09 00:10:00,20
2019-12-09 00:11:00,15
2019-12-09 00:12:00,11
2019-12-09 00:13:00,16
2019-12-09 00:14:00,1
2019-12-09 00:15:00,5
2019-12-09 00:16:00,22
2019-12-09 00:17:00,2
2019-12-09 00:18:00,2
2019-12-09 00:19:00,1
2019-12-09 00:20:00,20
2019-12-09 00:21:00,15
2019-12-09 00:22:00,11
2019-12-09 00:23:00,16
2019-12-09 00:24:00,1
2019-12-09 00:25:00,5
2019-12-09 00:26:00,22
2019-12-09 00:27:00,2
2019-12-09 00:28:00,2
2019-12-09 00:29:00,1
2019-12-09 00:30:00,20
2019-12-09 00:31:00,15
2019-12-09 00:32:00,11
2019-12-09 00:33:00,16
2019-12-09 00:34:00,1
2019-12-09 00:35:00,5
2019-12-09 00:36:00,22
2019-12-09 00:37:00,2
2019-12-09 00:38:00,2
2019-12-09 00:39:00,1
2019-12-09 00:40:00,20
2019-12-09 00:41:00,15
2019-12-09 00:42:00,11
2019-12-09 00:43:00,16
2019-12-09 00:44:00,1
2019-12-09 00:45:00,5
2019-12-09 00:46:00,22
2019-12-09 00:47:00,2
2019-12-09 00:48:00,3
2019-12-09 00:49:00,1
2019-12-09 00:50:00,21
2019-12-09 00:51:00,15
2019-12-09 00:52:00,11
2019-12-09 00:53:00,16
2019-12-09 00:54:00,2
2019-12-09 00:55:00,5
2019-12-09 00:56:00,23
2019-12-09 00:57:00,3
2019-12-09 00:58:00,2
2019-12-09 00:59:00,1
2019-12-09 01:00:00,20
2019-12-09 01:01:00,15
2019-12-09 01:02:00,11
2019-12-09 01:03:00,17
2019-12-09 01:04:00,1
2019-12-09 01:05:00,6
2019-12-09 01:06:00,22
2019-12-09 01:07:00,3
2019-12-09 01:08:00,2
2019-12-09 01:09:00,2
2019-12-09 01:10:00,20
2019-12-09 01:11:00,15
2019-12-09 01:12:00,11
2019-12-09 01:13:00,16
2019-12-09 01:14:00,1
2019-12-09 01:15:00,5
2019-12-09 01:16:00,23
2019-12-09 01:17:00,2
2019-12-09 01:18:00,2
2019-12-09 01:19:00,1
2019-12-09 01:20:00,20
2019-12-09 01:21:00,15
2019-12-09 01:22:00,11
2019-12-09 01:23:00,16
2019-12-09 01:24:00,1
2019-12-09 01:25:00,6
2019-12-09 01:26:00,22
2019-12-09 01:27:00,2
2019-12-09 01:28:00,2
2019-12-09 01:29:00,1
2019-12-09 01:30:00,20
2019-12-09 01:31:00,15
2019-12-09 01:32:00,11
2019-12-09 01:33:00,15
2019-12-09 01:34:00,2
2019-12-09 01:35:00,5
2019-12-09 01:36:00,22
2019-12-09 01:37:00,2
