91,"SELECT p.ra,p.dec,p.raErr,p.decErr,p.objId,p.run,p.rerun,p.camcol,p.field,dbo.fPhotoModeN(mode) as mode,nChild,dbo.fPhotoTypeN(p.type) as type,clean,flags,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,modelMagErr_u,modelMagErr_g,modelMagErr_r,modelMagErr_i,modelMagErr_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,mjd,distance FROM PhotoObj as p JOIN dbo.fGetNearbyObjEq(#,#,#) AS R ON P.objID=R.objID ORDER BY distance"
2019-12-09 00:20:00,1
2019-12-09 00:36:00,1
2019-12-09 00:37:00,1
2019-12-09 00:53:00,1
2019-12-09 00:58:00,1
2019-12-09 01:05:00,1
2019-12-09 01:09:00,1
2019-12-09 01:42:00,1
2019-12-09 01:43:00,1
2019-12-09 01:45:00,1
2019-12-09 01:47:00,2
2019-12-09 01:49:00,1
2019-12-09 01:53:00,1
2019-12-09 02:49:00,1
2019-12-09 03:02:00,1
2019-12-09 04:01:00,1
2019-12-09 05:56:00,1
2019-12-09 06:05:00,1
2019-12-09 06:06:00,1
2019-12-09 06:12:00,1
2019-12-09 07:25:00,1
2019-12-09 07:39:00,1
2019-12-09 08:22:00,1
2019-12-09 08:48:00,2
2019-12-09 09:07:00,1
2019-12-09 10:23:00,1
2019-12-09 11:18:00,1
2019-12-09 11:38:00,2
2019-12-09 11:39:00,1
2019-12-09 12:38:00,1
2019-12-09 13:11:00,1
2019-12-09 13:20:00,1
2019-12-09 14:39:00,2
2019-12-09 14:54:00,1
2019-12-09 14:59:00,2
2019-12-09 15:45:00,1
2019-12-09 15:47:00,1
2019-12-09 15:50:00,1
2019-12-09 15:52:00,1
2019-12-09 15:54:00,1
2019-12-09 15:56:00,1
2019-12-09 16:18:00,1
2019-12-09 16:23:00,1
2019-12-09 18:11:00,1
2019-12-09 18:54:00,1
2019-12-09 19:00:00,1
2019-12-09 19:04:00,1
2019-12-09 19:44:00,2
2019-12-09 19:46:00,1
2019-12-09 19:47:00,2
2019-12-09 19:51:00,1
2019-12-09 19:52:00,1
2019-12-09 19:55:00,1
2019-12-09 19:59:00,1
2019-12-09 20:11:00,1
2019-12-09 20:13:00,2
2019-12-09 20:45:00,1
2019-12-09 20:47:00,1
2019-12-09 20:50:00,1
2019-12-09 21:03:00,1
2019-12-09 21:08:00,1
2019-12-09 21:17:00,1
2019-12-09 21:37:00,2
2019-12-09 21:38:00,1
2019-12-09 21:40:00,4
2019-12-09 21:50:00,1
2019-12-09 21:53:00,1
2019-12-09 22:02:00,1
2019-12-09 22:21:00,1
2019-12-09 22:25:00,1
2019-12-09 22:40:00,1
2019-12-09 22:42:00,1
2019-12-09 22:44:00,1
2019-12-09 22:45:00,1
2019-12-09 22:51:00,1
2019-12-09 23:02:00,1
2019-12-09 23:04:00,1
2019-12-09 23:44:00,1
2019-12-09 23:57:00,1
