21,"select name, type, description from DBObjects where  type in (&&&,&&&) and UPPER(name) like &&&"
2019-12-09 02:00:00,1
2019-12-09 02:45:00,1
2019-12-09 03:06:00,1
2019-12-09 03:52:00,2
2019-12-09 05:32:00,1
2019-12-09 06:59:00,1
2019-12-09 07:57:00,1
2019-12-09 08:07:00,1
2019-12-09 09:43:00,1
2019-12-09 09:59:00,1
2019-12-09 10:52:00,1
2019-12-09 11:39:00,1
2019-12-09 13:40:00,1
2019-12-09 13:41:00,1
2019-12-09 15:45:00,1
2019-12-09 16:51:00,1
2019-12-09 16:54:00,1
2019-12-09 19:56:00,1
2019-12-09 20:42:00,1
2019-12-09 23:30:00,1
