2,"select objra,objdec,nsa_z,mangaid, plateifu, ifudesign, nsa_sersic_ba, sfr_#re, nsa_sersic_th5# FROM mangaDAPall where objdec >=# AND sfr_#re >= # AND nsa_sersic_ba >= #"
2019-12-09 23:00:00,1
2019-12-09 23:16:00,1
