19,select * from stellarMassFSPSGranEarlyNoDust where specObjId=#
2019-12-09 00:34:00,1
2019-12-09 02:06:00,1
2019-12-09 04:32:00,1
2019-12-09 06:40:00,1
2019-12-09 06:51:00,1
2019-12-09 09:13:00,1
2019-12-09 10:10:00,1
2019-12-09 11:01:00,1
2019-12-09 11:12:00,1
2019-12-09 11:59:00,1
2019-12-09 12:26:00,1
2019-12-09 13:20:00,1
2019-12-09 13:35:00,1
2019-12-09 14:19:00,1
2019-12-09 16:18:00,1
2019-12-09 18:12:00,1
2019-12-09 18:53:00,1
2019-12-09 21:04:00,1
2019-12-09 22:54:00,1
